zone,state,lga,sector,ea,hhid,Sec9_resp,s9q1a,s9q1b,s9q1c,s9q1d,s9q1e,s9q1f,s9q1g,s9q1h,s9q1i,s9q1j,s9q2a,s9q2b1,s9q2b,s9q4,s9q5__0,s9q5__1,s9q5__2,s9q5__3,s9q5__4,s9q5__5,s9q5__6,s9q5__7,s9q5__8,s9q5__9,s9q5__10,s9q5__11,s9q5__12,s9q5__13,s9q5__14,s9q5__15,s9q5__16,s9q5__17,s9q5__18,s9q5__19,s9q6_1,s9q6_2,s9q6_3,s9q6_os
3. North West,19. Kano,1927. KURA,2. RURAL,622,199037,2,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,3,3,4,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,5. FOOD IN THE MARKET WAS VERY EXPENSIVE,12. LACK OF MONEY,,
3. North West,19. Kano,1927. KURA,2. RURAL,622,199038,1,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,3,4,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1927. KURA,2. RURAL,622,199040,2,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2,3,4,1. YES,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,12. LACK OF MONEY,,,
3. North West,19. Kano,1927. KURA,2. RURAL,622,199041,1,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,3,3,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1927. KURA,2. RURAL,622,199042,1,2. NO,2. NO,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,3,5,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1927. KURA,2. RURAL,622,199044,1,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,3,3,3,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1927. KURA,2. RURAL,622,199045,3,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1927. KURA,2. RURAL,622,199046,1,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,3,3,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1927. KURA,2. RURAL,622,199047,1,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,3,4,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1927. KURA,2. RURAL,622,199048,6,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,3,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1929. MAKODA,2. RURAL,108,199051,1,2. NO,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,3,3,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1929. MAKODA,2. RURAL,108,199052,1,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,3,,3,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1929. MAKODA,2. RURAL,108,199053,1,2. NO,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,3,3,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1929. MAKODA,2. RURAL,108,199054,1,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,1. YES,1. YES,2,,3,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,12. LACK OF MONEY,5. FOOD IN THE MARKET WAS VERY EXPENSIVE,,
3. North West,19. Kano,1929. MAKODA,2. RURAL,108,199055,1,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1,1,,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,12. LACK OF MONEY,5. FOOD IN THE MARKET WAS VERY EXPENSIVE,,
3. North West,19. Kano,1929. MAKODA,2. RURAL,108,199056,2,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,3,3,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1929. MAKODA,2. RURAL,108,199057,1,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2,2,3,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1929. MAKODA,2. RURAL,108,199058,1,1. YES,1. YES,1. YES,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,3,4,5,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1929. MAKODA,2. RURAL,108,199059,1,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,3,,5,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1929. MAKODA,2. RURAL,108,199060,1,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,2,4,4,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5. FOOD IN THE MARKET WAS VERY EXPENSIVE,3. INADEQUATE HOUSEHOLD FOOD STOCKS DUE TO SMALL LAND SIZE,,
3. North West,19. Kano,1933. RIMIN GADO,2. RURAL,330,199061,2,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,3,3,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1933. RIMIN GADO,2. RURAL,330,199062,1,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2,2,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1933. RIMIN GADO,2. RURAL,330,199064,401,2. NO,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,,3,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1933. RIMIN GADO,2. RURAL,330,199065,1,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,1. YES,2. NO,2,3,4,1. YES,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5. FOOD IN THE MARKET WAS VERY EXPENSIVE,,,
3. North West,19. Kano,1933. RIMIN GADO,2. RURAL,330,199066,1,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,4,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1933. RIMIN GADO,2. RURAL,330,199067,1,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,3,4,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1933. RIMIN GADO,2. RURAL,330,199068,1701,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,3,3,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1933. RIMIN GADO,2. RURAL,330,199069,1,1. YES,1. YES,1. YES,2. NO,1. YES,2. NO,1. YES,2. NO,2. NO,2. NO,3,3,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1933. RIMIN GADO,2. RURAL,330,199071,1,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,1. YES,2. NO,3,3,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1933. RIMIN GADO,2. RURAL,330,199072,1,2. NO,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,3,3,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1940. TSANYAWA,2. RURAL,648,199073,2,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,1. YES,3,3,3,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,5. FOOD IN THE MARKET WAS VERY EXPENSIVE,,,
3. North West,19. Kano,1940. TSANYAWA,2. RURAL,648,199074,2,2. NO,1. YES,1. YES,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,3,3,3,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1940. TSANYAWA,2. RURAL,648,199075,2,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,3,3,3,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1940. TSANYAWA,2. RURAL,648,199077,3,1. YES,1. YES,1. YES,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,3,3,3,1. YES,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5. FOOD IN THE MARKET WAS VERY EXPENSIVE,7. NO FOOD IN THE MARKET,,
3. North West,19. Kano,1940. TSANYAWA,2. RURAL,648,199078,2,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,1. YES,2,3,3,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1940. TSANYAWA,2. RURAL,648,199079,2,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2,2,3,1. YES,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,12. LACK OF MONEY,,,
3. North West,19. Kano,1940. TSANYAWA,2. RURAL,648,199080,1,2. NO,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,3,5,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1940. TSANYAWA,2. RURAL,648,199081,1,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1940. TSANYAWA,2. RURAL,648,199082,1,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,1. YES,1. YES,2,2,2,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5. FOOD IN THE MARKET WAS VERY EXPENSIVE,12. LACK OF MONEY,,
3. North West,19. Kano,1940. TSANYAWA,2. RURAL,648,199083,1,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,3,5,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1941. TUDUN WADA,2. RURAL,1112,199085,1,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2,,3,1. YES,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4. INADEQUATE HOUSEHOLD FOOD STOCKS DUE TO LACK OF FARM INPUTS,,,
3. North West,19. Kano,1941. TUDUN WADA,2. RURAL,1112,199086,5101,1. YES,1. YES,1. YES,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,1. YES,3,3,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1941. TUDUN WADA,2. RURAL,1112,199087,1,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,2. NO,3,3,4,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1941. TUDUN WADA,2. RURAL,1112,199088,1,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,1. YES,1. YES,3,3,3,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1941. TUDUN WADA,2. RURAL,1112,199090,1,1. YES,1. YES,1. YES,2. NO,2. NO,1. YES,1. YES,2. NO,1. YES,2. NO,3,,3,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1941. TUDUN WADA,2. RURAL,1112,199091,1,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2,2,2,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1941. TUDUN WADA,2. RURAL,1112,199092,6,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,3,4,5,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1941. TUDUN WADA,2. RURAL,1112,199093,1,1. YES,1. YES,1. YES,2. NO,1. YES,1. YES,1. YES,2. NO,2. NO,1. YES,3,3,3,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1941. TUDUN WADA,2. RURAL,1112,199094,1,1. YES,1. YES,1. YES,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,3,3,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1941. TUDUN WADA,2. RURAL,1112,199095,2,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,3,3,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1909. DAWAKIN KUDU,2. RURAL,1684,199097,1,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,1. YES,2. NO,2. NO,2. NO,3,3,3,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,20. Katsina,2018. KAITA,2. RURAL,1134,200011,2,2. NO,1. YES,1. YES,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,3,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,20. Katsina,2018. KAITA,2. RURAL,1134,200013,102,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,4,6,6,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,20. Katsina,2018. KAITA,2. RURAL,1134,200014,1,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,20. Katsina,2018. KAITA,2. RURAL,1134,200015,5102,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,3,5,,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,5. FOOD IN THE MARKET WAS VERY EXPENSIVE,12. LACK OF MONEY,,
3. North West,20. Katsina,2018. KAITA,2. RURAL,1134,200016,1,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,4,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,20. Katsina,2018. KAITA,2. RURAL,1134,200020,2,1. YES,1. YES,1. YES,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,3,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,20. Katsina,2015. INGAWA,2. RURAL,1746,200071,1,1. YES,1. YES,1. YES,2. NO,1. YES,2. NO,2. NO,2. NO,1. YES,2. NO,3,4,4,1. YES,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,4. INADEQUATE HOUSEHOLD FOOD STOCKS DUE TO LACK OF FARM INPUTS,5. FOOD IN THE MARKET WAS VERY EXPENSIVE,12. LACK OF MONEY,
3. North West,20. Katsina,2015. INGAWA,2. RURAL,1746,200072,1,1. YES,1. YES,1. YES,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,3,3,4,1. YES,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4. INADEQUATE HOUSEHOLD FOOD STOCKS DUE TO LACK OF FARM INPUTS,,,
3. North West,20. Katsina,2015. INGAWA,2. RURAL,1746,200074,1,1. YES,1. YES,2. NO,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,1. YES,3,,,1. YES,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1. INADEQUATE HOUSEHOLD FOOD STOCKS DUE TO DROUGHT/ POOR RAINS,3. INADEQUATE HOUSEHOLD FOOD STOCKS DUE TO SMALL LAND SIZE,4. INADEQUATE HOUSEHOLD FOOD STOCKS DUE TO LACK OF FARM INPUTS,
3. North West,20. Katsina,2015. INGAWA,2. RURAL,1746,200075,1,2. NO,2. NO,1. YES,1. YES,1. YES,1. YES,2. NO,1. YES,1. YES,2. NO,3,,,1. YES,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,4. INADEQUATE HOUSEHOLD FOOD STOCKS DUE TO LACK OF FARM INPUTS,5. FOOD IN THE MARKET WAS VERY EXPENSIVE,12. LACK OF MONEY,
3. North West,20. Katsina,2015. INGAWA,2. RURAL,1746,200076,1,1. YES,1. YES,1. YES,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,3,,,1. YES,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4. INADEQUATE HOUSEHOLD FOOD STOCKS DUE TO LACK OF FARM INPUTS,,,
3. North West,20. Katsina,2015. INGAWA,2. RURAL,1746,200077,1,1. YES,2. NO,1. YES,1. YES,2. NO,1. YES,1. YES,2. NO,2. NO,2. NO,3,4,,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,2. INADEQUATE HOUSEHOLD FOOD STOCKS DUE TO CROP PEST DAMAGE,,,
3. North West,20. Katsina,2015. INGAWA,2. RURAL,1746,200078,3,2. NO,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,20. Katsina,2015. INGAWA,2. RURAL,1746,200079,1,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,,,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,2. INADEQUATE HOUSEHOLD FOOD STOCKS DUE TO CROP PEST DAMAGE,12. LACK OF MONEY,6. UNABLE TO REACH THE MARKET DUE TO HIGH TRANSPORTATION COSTS,
3. North West,20. Katsina,2025. MALUNFASHI,2. RURAL,760,200101,1,1. YES,1. YES,1. YES,2. NO,1. YES,2. NO,2. NO,2. NO,1. YES,2. NO,3,4,4,1. YES,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3. INADEQUATE HOUSEHOLD FOOD STOCKS DUE TO SMALL LAND SIZE,,,
3. North West,20. Katsina,2025. MALUNFASHI,2. RURAL,760,200102,2,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,3,4,,1. YES,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,3. INADEQUATE HOUSEHOLD FOOD STOCKS DUE TO SMALL LAND SIZE,4. INADEQUATE HOUSEHOLD FOOD STOCKS DUE TO LACK OF FARM INPUTS,,
3. North West,20. Katsina,2025. MALUNFASHI,2. RURAL,760,200103,1,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,4,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,20. Katsina,2025. MALUNFASHI,2. RURAL,760,200104,1,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,4,5,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,20. Katsina,2025. MALUNFASHI,2. RURAL,760,200105,1,1. YES,2. NO,2. NO,1. YES,2. NO,2. NO,1. YES,1. YES,2. NO,2. NO,3,4,,1. YES,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2. INADEQUATE HOUSEHOLD FOOD STOCKS DUE TO CROP PEST DAMAGE,10. INADEQUATE FOOD STOCK FROM FARM DUE TO CONFLICT/SECURITY,5. FOOD IN THE MARKET WAS VERY EXPENSIVE,
3. North West,20. Katsina,2025. MALUNFASHI,2. RURAL,760,200106,2,1. YES,1. YES,2. NO,1. YES,1. YES,2. NO,1. YES,2. NO,2. NO,2. NO,3,4,5,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,20. Katsina,2025. MALUNFASHI,2. RURAL,760,200107,2,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,4,4,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,20. Katsina,2025. MALUNFASHI,2. RURAL,760,200108,5,1. YES,1. YES,1. YES,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,3,4,,1. YES,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,5. FOOD IN THE MARKET WAS VERY EXPENSIVE,4. INADEQUATE HOUSEHOLD FOOD STOCKS DUE TO LACK OF FARM INPUTS,,
3. North West,20. Katsina,2025. MALUNFASHI,2. RURAL,760,200109,1,1. YES,1. YES,1. YES,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,3,4,,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4. INADEQUATE HOUSEHOLD FOOD STOCKS DUE TO LACK OF FARM INPUTS,5. FOOD IN THE MARKET WAS VERY EXPENSIVE,,
3. North West,20. Katsina,2025. MALUNFASHI,2. RURAL,760,200110,2,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,3,4,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,20. Katsina,2028. MATAZU,2. RURAL,498,200161,2,2. NO,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,20. Katsina,2028. MATAZU,2. RURAL,498,200162,1,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,4,6,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
1. North Central,26. Niger,2606. CHANCHAGA,1. URBAN,0,200164,2,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,1. YES,2. NO,3,5,,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,12. LACK OF MONEY,5. FOOD IN THE MARKET WAS VERY EXPENSIVE,,
3. North West,20. Katsina,2028. MATAZU,2. RURAL,498,200165,2,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,3,4,,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5. FOOD IN THE MARKET WAS VERY EXPENSIVE,12. LACK OF MONEY,,
3. North West,20. Katsina,2028. MATAZU,2. RURAL,498,200166,1,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,1. YES,1. YES,3,4,5,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12. LACK OF MONEY,,,
3. North West,20. Katsina,2028. MATAZU,2. RURAL,498,200167,5,2. NO,1. YES,2. NO,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,3,4,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,20. Katsina,2028. MATAZU,2. RURAL,498,200168,1,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,4,5,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,20. Katsina,2021. KATSINA,1. URBAN,0,200169,1,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,5,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,20. Katsina,2028. MATAZU,2. RURAL,498,200170,2,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,4,5,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,20. Katsina,2012. DUTSI MA,1. URBAN,844,200181,1,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,4,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,20. Katsina,2012. DUTSI MA,1. URBAN,844,200182,1,1. YES,1. YES,1. YES,2. NO,1. YES,1. YES,1. YES,2. NO,1. YES,2. NO,3,3,4,1. YES,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,5. FOOD IN THE MARKET WAS VERY EXPENSIVE,12. LACK OF MONEY,13. LACK OF ACCESS TO MONEY AT THE BANK DUE TO NAIRA REDESIGN,
3. North West,20. Katsina,2012. DUTSI MA,1. URBAN,844,200183,1,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,4,5,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,20. Katsina,2012. DUTSI MA,1. URBAN,844,200184,2,1. YES,1. YES,1. YES,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,3,3,,1. YES,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,5. FOOD IN THE MARKET WAS VERY EXPENSIVE,13. LACK OF ACCESS TO MONEY AT THE BANK DUE TO NAIRA REDESIGN,,
3. North West,20. Katsina,2012. DUTSI MA,1. URBAN,844,200185,1,1. YES,1. YES,2. NO,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,3,3,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,20. Katsina,2012. DUTSI MA,1. URBAN,844,200186,1,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,4,5,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1. INADEQUATE HOUSEHOLD FOOD STOCKS DUE TO DROUGHT/ POOR RAINS,10. INADEQUATE FOOD STOCK FROM FARM DUE TO CONFLICT/SECURITY,12. LACK OF MONEY,
3. North West,20. Katsina,2012. DUTSI MA,1. URBAN,844,200187,201,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,5,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,20. Katsina,2012. DUTSI MA,1. URBAN,844,200188,2,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,20. Katsina,2012. DUTSI MA,1. URBAN,844,200189,1,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,4,4,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,20. Katsina,2012. DUTSI MA,1. URBAN,844,200190,7,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3,4,5,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
