zone,state,lga,ea,hhid,indiv,NEWMEMBER,s1q4,s1q2,s1q3,s1q3_os,s1q6,s1q8,s1q9,s1q10,s1q11,s1q12,s1q13,s1q14,s1q15,s1q15a,s1q16,s1q17,s1q18,s1q19_1,s1q19_2,s1q19_3,s1q19_4,s1q19a,s1q19b,s1q19c,s1q19d,s1q20,s1q21,s1q22a,s1q22b,s1q23,s1q23_os,s1q24,s1q25,s1q26,s1q27,s1q28,s1q29,s1q29b,s1q30,s1q31,s1q32,s1q33,s1q34,s1q34_os,s1q34b,s1q35,s1q36,s1q36_os,s1q37,s1q38,s1q39,s1q39_os,s1q39a,s1q39b,s1q39c,s1q39d,s1q39e,s1q39f,s1q39g,s1q39h,s1q39i__1,s1q39i__2,s1q39i__3,s1q39i__4,s1q39i__5,s1q39i__6,s1q39i__7,s1q39i__8,s1q39i__9,s1q39i__10,s1q39i__11,s1q39i__12,s1q39i__13,s1q39i__14,s1q39i__96,s1q39i_os,s1q39j,s1q39k__1,s1q39k__2,s1q39k__3,s1q39k__4,s1q39k__5,s1q39k__6,s1q39k__7,s1q39k__8,s1q39k__9,s1q39k__10,s1q39k__11,s1q39k__12,s1q39k__13,s1q39k__14,s1q39k__96,s1q39k_os,s1q40a,s1q40b,s1q40c,s1q40d,s1q41,s1q42a,s1q44,months_left,s1q45,s1q45_os
1. North Central,23. Kwara,2302. BARUTEN,1982,230097,2,0,1. YES,2. FEMALE,2. SPOUSE,,36,2. NO,,,1987,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,2. MARRIED (POLYGAMOUS),,1. YES,1,,,,,,,,,,,,,,,2. NO,,1. YES,0. NONE,"1. AGRICULTURE, FORESTRY &amp; FISHING",1. ELSEWHERE WITHIN THE SAME STATE,2. NO,,1. YES,0. NONE,8. WHOLESALE &amp; RETAIL TRADE,,1. ELSEWHERE WITHIN THE SAME STATE,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. North Central,23. Kwara,2302. BARUTEN,1982,230097,3,0,1. YES,2. FEMALE,3. OWN CHILD,,20,2. NO,,,2003,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,7. NEVER MARRIED,,,,,,,,,,,,,,,,,,1. YES,1,,,,,1. YES,2,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. North Central,23. Kwara,2302. BARUTEN,1982,230097,4,0,1. YES,2. FEMALE,3. OWN CHILD,,18,2. NO,,,2005,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,7. NEVER MARRIED,,,,,,,,,,,,,,,,,,1. YES,1,,,,,1. YES,2,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. North Central,23. Kwara,2302. BARUTEN,1982,230097,5,0,1. YES,1. MALE,3. OWN CHILD,,15,2. NO,,,2008,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,7. NEVER MARRIED,,,,,,,,,,,,,,,,,,1. YES,1,,,,,1. YES,2,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. North Central,23. Kwara,2302. BARUTEN,1982,230097,6,0,1. YES,2. FEMALE,2. SPOUSE,,34,2. NO,,,1989,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,2. MARRIED (POLYGAMOUS),,1. YES,1,,,,,,,,,,,,,,,2. NO,,1. YES,0. NONE,"1. AGRICULTURE, FORESTRY &amp; FISHING",1. ELSEWHERE WITHIN THE SAME STATE,2. NO,,1. YES,0. NONE,8. WHOLESALE &amp; RETAIL TRADE,,2. IN ANOTHER STATE IN NIGERIA,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. North Central,23. Kwara,2302. BARUTEN,1982,230097,7,0,1. YES,2. FEMALE,3. OWN CHILD,,17,2. NO,,,2006,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,7. NEVER MARRIED,,,,,,,,,,,,,,,,,,1. YES,1,,,,,1. YES,2,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. North Central,23. Kwara,2302. BARUTEN,1982,230097,8,0,1. YES,1. MALE,3. OWN CHILD,,15,2. NO,,,2008,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,7. NEVER MARRIED,,,,,,,,,,,,,,,,,,1. YES,1,,,,,1. YES,2,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. North Central,23. Kwara,2302. BARUTEN,1982,230097,9,0,1. YES,1. MALE,3. OWN CHILD,,13,2. NO,,,2010,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,7. NEVER MARRIED,,,,,,,,,,,,,,,,,,1. YES,1,,,,,1. YES,2,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. North Central,23. Kwara,2302. BARUTEN,1982,230097,10,0,1. YES,2. FEMALE,3. OWN CHILD,,11,2. NO,,,2012,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,,,,,,,,,,,,,,,,,,,1. YES,1,,,,,1. YES,2,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. North Central,23. Kwara,2302. BARUTEN,1982,230097,11,0,1. YES,2. FEMALE,3. OWN CHILD,,11,2. NO,,,2012,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,,,,,,,,,,,,,,,,,,,1. YES,1,,,,,1. YES,2,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. North Central,23. Kwara,2302. BARUTEN,1982,230097,12,0,1. YES,2. FEMALE,3. OWN CHILD,,9,2. NO,,,2014,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,,,,,,,,,,,,,,,,,,,1. YES,1,,,,,1. YES,2,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. North Central,23. Kwara,2302. BARUTEN,1982,230097,14,0,1. YES,1. MALE,3. OWN CHILD,,5,2. NO,,1. JAN,2018,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,,,,,,,,,,,,,,,,,,,1. YES,1,,,,,1. YES,2,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. North Central,23. Kwara,2302. BARUTEN,1982,230097,5101,1,,2. FEMALE,3. OWN CHILD,,2,2. NO,,4. APR,2020,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,,,,,,,,,,,,,,1. JAN,2020,1. NEW BORN,,,1. YES,1,,,,,1. YES,6,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. North Central,23. Kwara,2302. BARUTEN,1982,230097,5102,1,,1. MALE,3. OWN CHILD,,17,2. NO,,,2006,2. NO,2. NO,1. YES,4,2. NO,7. NEVER MARRIED,,,,,,,,,,,,,5. MAY,2023,5. RETURNED FROM COLLEGE/UNIV,,,1. YES,1,,,,,1. YES,6,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. North Central,23. Kwara,2302. BARUTEN,1982,230098,1,0,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5. PERSONAL HEALTH REASONS,,,51. QUARANIC,51. QUARANIC,,,,2. NO,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,9. SEP,2020,,,2. OUTSIDE OF NIGERIA,,36,37,7. RELIED ON SAVINGS,
1. North Central,23. Kwara,2302. BARUTEN,1982,230098,5101,1,,1. MALE,1. HEAD,,40,2. NO,,,1983,1. YES,,2. NO,0. ZERO / LESS THAN A MONTH,,1. MARRIED (MONOGAMOUS),30,1. YES,5102,,,,2013,,,,2. NO,,10. OCT,2020,7. MOVED IN WITH PARENT OR RELATIVE,,2. ISLAM,2. NO,,1. YES,51. QUARANIC,"1. AGRICULTURE, FORESTRY &amp; FISHING",3. ABROAD (OUTSIDE NIGERIA),2. NO,,2. NO,0. NONE,8. WHOLESALE &amp; RETAIL TRADE,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. North Central,23. Kwara,2302. BARUTEN,1982,230098,5102,1,,2. FEMALE,2. SPOUSE,,37,2. NO,,,1986,1. YES,,2. NO,0. ZERO / LESS THAN A MONTH,,1. MARRIED (MONOGAMOUS),,1. YES,5101,,,,,,,,,,10. OCT,2020,7. MOVED IN WITH PARENT OR RELATIVE,,2. ISLAM,2. NO,,1. YES,51. QUARANIC,"1. AGRICULTURE, FORESTRY &amp; FISHING",1. ELSEWHERE WITHIN THE SAME STATE,2. NO,,1. YES,0. NONE,8. WHOLESALE &amp; RETAIL TRADE,,1. ELSEWHERE WITHIN THE SAME STATE,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. North Central,23. Kwara,2302. BARUTEN,1982,230098,5103,1,,1. MALE,3. OWN CHILD,,7,2. NO,,,2016,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,,,,,,,,,,,,,,10. OCT,2020,7. MOVED IN WITH PARENT OR RELATIVE,,,1. YES,5101,,,,,1. YES,5102,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. North Central,23. Kwara,2302. BARUTEN,1982,230098,5104,1,,2. FEMALE,3. OWN CHILD,,5,2. NO,,5. MAY,2018,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,,,,,,,,,,,,,,10. OCT,2020,7. MOVED IN WITH PARENT OR RELATIVE,,,1. YES,5101,,,,,1. YES,5102,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. North Central,23. Kwara,2302. BARUTEN,1982,230098,5105,1,,2. FEMALE,3. OWN CHILD,,3,2. NO,,8. AUG,2020,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,,,,,,,,,,,,,,10. OCT,2020,7. MOVED IN WITH PARENT OR RELATIVE,,,1. YES,5101,,,,,1. YES,5102,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. North Central,23. Kwara,2302. BARUTEN,1982,230099,1,0,1. YES,1. MALE,1. HEAD,,38,2. NO,,,1985,2. NO,1. YES,2. NO,0. ZERO / LESS THAN A MONTH,,2. MARRIED (POLYGAMOUS),22,1. YES,2,4,5101,,2007,2013,2017,,2. NO,,,,,,,2. NO,,1. YES,51. QUARANIC,"1. AGRICULTURE, FORESTRY &amp; FISHING",1. ELSEWHERE WITHIN THE SAME STATE,2. NO,,1. YES,51. QUARANIC,"1. AGRICULTURE, FORESTRY &amp; FISHING",,1. ELSEWHERE WITHIN THE SAME STATE,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. North Central,23. Kwara,2302. BARUTEN,1982,230099,2,0,1. YES,2. FEMALE,2. SPOUSE,,30,1. YES,1. YES,,1993,1. YES,,2. NO,0. ZERO / LESS THAN A MONTH,,2. MARRIED (POLYGAMOUS),,1. YES,1,,,,,,,,,,,,,,,2. NO,,1. YES,0. NONE,"1. AGRICULTURE, FORESTRY &amp; FISHING",1. ELSEWHERE WITHIN THE SAME STATE,2. NO,,1. YES,0. NONE,"1. AGRICULTURE, FORESTRY &amp; FISHING",,1. ELSEWHERE WITHIN THE SAME STATE,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. North Central,23. Kwara,2302. BARUTEN,1982,230099,4,0,1. YES,2. FEMALE,2. SPOUSE,,28,1. YES,1. YES,,1995,1. YES,,2. NO,0. ZERO / LESS THAN A MONTH,,2. MARRIED (POLYGAMOUS),,1. YES,1,,,,,,,,,,,,,,,2. NO,,1. YES,51. QUARANIC,"1. AGRICULTURE, FORESTRY &amp; FISHING",1. ELSEWHERE WITHIN THE SAME STATE,2. NO,,1. YES,51. QUARANIC,"1. AGRICULTURE, FORESTRY &amp; FISHING",,1. ELSEWHERE WITHIN THE SAME STATE,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. North Central,23. Kwara,2302. BARUTEN,1982,230099,5,0,1. YES,2. FEMALE,3. OWN CHILD,,12,2. NO,,,2011,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,7. NEVER MARRIED,,,,,,,,,,,,,,,,,,1. YES,1,,,,,1. YES,2,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. North Central,23. Kwara,2302. BARUTEN,1982,230099,6,0,1. YES,1. MALE,3. OWN CHILD,,10,2. NO,,,2013,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,,,,,,,,,,,,,,,,,,,1. YES,1,,,,,1. YES,2,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. North Central,23. Kwara,2302. BARUTEN,1982,230099,7,0,1. YES,1. MALE,3. OWN CHILD,,8,2. NO,,,2015,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,,,,,,,,,,,,,,,,,,,1. YES,1,,,,,1. YES,2,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. North Central,23. Kwara,2302. BARUTEN,1982,230099,8,0,1. YES,1. MALE,3. OWN CHILD,,7,2. NO,,,2016,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,,,,,,,,,,,,,,,,,,,1. YES,1,,,,,1. YES,4,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. North Central,23. Kwara,2302. BARUTEN,1982,230099,9,0,1. YES,2. FEMALE,3. OWN CHILD,,6,2. NO,,3. MAR,2017,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,,,,,,,,,,,,,,,,,,,1. YES,1,,,,,1. YES,4,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. North Central,23. Kwara,2302. BARUTEN,1982,230099,10,0,1. YES,1. MALE,3. OWN CHILD,,6,2. NO,,5. MAY,2017,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,,,,,,,,,,,,,,,,,,,1. YES,1,,,,,1. YES,4,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. North Central,23. Kwara,2302. BARUTEN,1982,230099,5101,1,,2. FEMALE,2. SPOUSE,,30,2. NO,,,1993,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,2. MARRIED (POLYGAMOUS),,1. YES,1,,,,,,,,,,2. FEB,2018,3. MARRIAGE /COHABITATION,,2. ISLAM,2. NO,,1. YES,0. NONE,"1. AGRICULTURE, FORESTRY &amp; FISHING",1. ELSEWHERE WITHIN THE SAME STATE,2. NO,,1. YES,0. NONE,"1. AGRICULTURE, FORESTRY &amp; FISHING",,1. ELSEWHERE WITHIN THE SAME STATE,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. North Central,23. Kwara,2302. BARUTEN,1982,230099,5102,1,,1. MALE,3. OWN CHILD,,3,2. NO,,2. FEB,2020,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,,,,,,,,,,,,,,2. FEB,2023,1. NEW BORN,,,1. YES,1,,,,,1. YES,5101,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. North Central,23. Kwara,2302. BARUTEN,1982,230099,5103,1,,1. MALE,3. OWN CHILD,,3,2. NO,,5. MAY,2020,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,,,,,,,,,,,,,,5. MAY,2020,1. NEW BORN,,,1. YES,1,,,,,1. YES,4,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. North Central,23. Kwara,2302. BARUTEN,1982,230099,5104,1,,1. MALE,3. OWN CHILD,,1,2. NO,,2. FEB,2022,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,,,,,,,,,,,,,,4. APR,2022,1. NEW BORN,,,1. YES,1,,,,,1. YES,5101,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. North Central,23. Kwara,2302. BARUTEN,1982,230099,5105,1,,2. FEMALE,3. OWN CHILD,,0,2. NO,,6. JUN,2023,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,,,,,,,,,,,,,,6. JUN,2023,1. NEW BORN,,,1. YES,1,,,,,1. YES,4,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. North Central,23. Kwara,2303. EDU,68,239001,1,0,1. YES,1. MALE,1. HEAD,,66,2. NO,,,1957,1. YES,,2. NO,0. ZERO / LESS THAN A MONTH,,2. MARRIED (POLYGAMOUS),30,1. YES,2,7,,,1993,2010,,,2. NO,,,,,,,2. NO,,2. NO,0. NONE,"1. AGRICULTURE, FORESTRY &amp; FISHING",,2. NO,,2. NO,0. NONE,"1. AGRICULTURE, FORESTRY &amp; FISHING",,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. North Central,23. Kwara,2303. EDU,68,239001,2,0,1. YES,2. FEMALE,2. SPOUSE,,57,2. NO,,,1966,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,2. MARRIED (POLYGAMOUS),,1. YES,1,,,,,,,,,,,,,,,2. NO,,2. NO,0. NONE,"1. AGRICULTURE, FORESTRY &amp; FISHING",,2. NO,,2. NO,0. NONE,19. NEVER WORKED,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. North Central,23. Kwara,2303. EDU,68,239001,4,0,1. YES,1. MALE,3. OWN CHILD,,14,2. NO,,,2009,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,7. NEVER MARRIED,,,,,,,,,,,,,,,,,,1. YES,1,,,,,1. YES,2,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. North Central,23. Kwara,2303. EDU,68,239001,5,0,1. YES,1. MALE,3. OWN CHILD,,12,2. NO,,,2011,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,7. NEVER MARRIED,,,,,,,,,,,,,,,,,,1. YES,1,,,,,1. YES,2,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. North Central,23. Kwara,2303. EDU,68,239001,6,0,1. YES,2. FEMALE,3. OWN CHILD,,11,2. NO,,,2012,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,,,,,,,,,,,,,,,,,,,1. YES,1,,,,,1. YES,2,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. North Central,23. Kwara,2303. EDU,68,239001,7,0,1. YES,2. FEMALE,2. SPOUSE,,40,2. NO,,,1983,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,2. MARRIED (POLYGAMOUS),,1. YES,1,,,,,,,,,,,,,,,2. NO,,1. YES,0. NONE,"1. AGRICULTURE, FORESTRY &amp; FISHING",1. ELSEWHERE WITHIN THE SAME STATE,2. NO,,1. YES,0. NONE,19. NEVER WORKED,,1. ELSEWHERE WITHIN THE SAME STATE,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. North Central,23. Kwara,2303. EDU,68,239001,8,0,1. YES,2. FEMALE,3. OWN CHILD,,13,2. NO,,,2010,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,7. NEVER MARRIED,,,,,,,,,,,,,,,,,,1. YES,1,,,,,1. YES,2,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. North Central,23. Kwara,2303. EDU,68,239001,9,0,1. YES,1. MALE,3. OWN CHILD,,7,2. NO,,,2016,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,,,,,,,,,,,,,,,,,,,1. YES,1,,,,,1. YES,2,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. North Central,23. Kwara,2303. EDU,68,239001,10,0,1. YES,2. FEMALE,3. OWN CHILD,,7,2. NO,,,2016,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,,,,,,,,,,,,,,,,,,,1. YES,1,,,,,1. YES,2,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. North Central,23. Kwara,2303. EDU,68,239001,501,0,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13. NEVER BEEN A MEMBER / RECORDED WRONGLY IN WAVE 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1485,,
1. North Central,23. Kwara,2303. EDU,68,239001,701,0,1. YES,2. FEMALE,3. OWN CHILD,,4,2. NO,,5. MAY,2019,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,,,,,,,,,,,,,,,,,,,1. YES,1,,,,,1. YES,7,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. North Central,23. Kwara,2303. EDU,68,239001,702,0,1. YES,1. MALE,3. OWN CHILD,,3,2. NO,,5. MAY,2020,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,,,,,,,,,,,,,,,,,,,1. YES,1,,,,,1. YES,7,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. North Central,23. Kwara,2303. EDU,68,239001,901,0,1. YES,1. MALE,3. OWN CHILD,,1,2. NO,,5. MAY,2022,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,,,,,,,,,,,,,,,,,,,1. YES,1,,,,,1. YES,7,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. North Central,23. Kwara,2303. EDU,68,239002,1,0,1. YES,1. MALE,1. HEAD,,29,2. NO,,,1994,1. YES,,2. NO,0. ZERO / LESS THAN A MONTH,,1. MARRIED (MONOGAMOUS),23,1. YES,2,,,,2014,,,,2. NO,,,,,,,2. NO,,1. YES,0. NONE,"1. AGRICULTURE, FORESTRY &amp; FISHING",1. ELSEWHERE WITHIN THE SAME STATE,2. NO,,1. YES,0. NONE,"1. AGRICULTURE, FORESTRY &amp; FISHING",,1. ELSEWHERE WITHIN THE SAME STATE,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. North Central,23. Kwara,2303. EDU,68,239002,2,0,1. YES,2. FEMALE,2. SPOUSE,,24,2. NO,,,1999,1. YES,,2. NO,0. ZERO / LESS THAN A MONTH,,1. MARRIED (MONOGAMOUS),,1. YES,1,,,,,,,,,,,,,,,2. NO,,1. YES,0. NONE,"1. AGRICULTURE, FORESTRY &amp; FISHING",1. ELSEWHERE WITHIN THE SAME STATE,2. NO,,1. YES,0. NONE,"1. AGRICULTURE, FORESTRY &amp; FISHING",,1. ELSEWHERE WITHIN THE SAME STATE,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. North Central,23. Kwara,2303. EDU,68,239002,3,0,1. YES,2. FEMALE,3. OWN CHILD,,6,1. YES,"3. NO, COULD NOT  LOCATE  CERTIFICATE",2. FEB,2017,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,,,,,,,,,,,,,,,,,,,1. YES,1,,,,,1. YES,2,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. North Central,23. Kwara,2303. EDU,68,239002,4,0,1. YES,1. MALE,3. OWN CHILD,,4,1. YES,"3. NO, COULD NOT  LOCATE  CERTIFICATE",5. MAY,2019,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,,,,,,,,,,,,,,,,,,,1. YES,1,,,,,1. YES,2,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
