CH03,CH04,CH06,CH07,CH08,CH09,CH10,CH11,CH12,CH13,CH15,CH16,NIVEL_ED,edad2,CAT_OCUP,INTENSI,PP03C,PP03D,PP3E_TOT,PP3F_TOT,PP03G,PP03H,PP03I,PP03J,PP04A,PP04B1,PP04B2,PP04C,PP04G,PP07A,PP07C,PP07D,PP07E,PP07F1,PP07F2,PP07F3,PP07F4,PP07F5,PP07G1,PP07G2,PP07G3,PP07G4,PP07G_59,PP07H,PP07I,PP07J,PP07K,AGLOMERADO,informal
2.0,1.0,44.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,2.0,1936.0,3.0,2.0,1.0,0.0,36.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,12.0,11.0,6.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,33.0,0
1.0,2.0,52.0,2.0,1.0,1.0,2.0,0.0,4.0,1.0,3.0,1.0,4.0,2704.0,3.0,2.0,1.0,0.0,40.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,99.0,11.0,6.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,33.0,0
1.0,1.0,63.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,3.0,1.0,2.0,3969.0,3.0,2.0,1.0,0.0,44.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,99.0,11.0,5.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,33.0,0
2.0,2.0,61.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,3.0,1.0,2.0,3721.0,2.0,2.0,1.0,0.0,28.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0
1.0,1.0,61.0,1.0,1.0,1.0,2.0,0.0,7.0,1.0,1.0,1.0,6.0,3721.0,3.0,2.0,1.0,0.0,20.0,0.0,2.0,0.0,2.0,2.0,1.0,2.0,0.0,12.0,11.0,6.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,33.0,0
2.0,2.0,54.0,1.0,1.0,1.0,2.0,0.0,4.0,1.0,1.0,1.0,4.0,2916.0,3.0,2.0,1.0,0.0,30.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,99.0,11.0,6.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,33.0,0
1.0,1.0,63.0,1.0,1.0,1.0,2.0,0.0,4.0,2.0,1.0,1.0,3.0,3969.0,2.0,2.0,1.0,0.0,12.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0
2.0,2.0,60.0,1.0,1.0,1.0,2.0,0.0,6.0,1.0,1.0,1.0,6.0,3600.0,3.0,2.0,1.0,0.0,40.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,10.0,11.0,6.0,2.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,33.0,0
1.0,1.0,47.0,3.0,1.0,1.0,2.0,0.0,7.0,2.0,1.0,1.0,5.0,2209.0,3.0,3.0,2.0,3.0,36.0,12.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,4.0,11.0,3.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,33.0,0
3.0,1.0,44.0,3.0,1.0,1.0,2.0,0.0,4.0,1.0,1.0,1.0,4.0,1936.0,3.0,2.0,1.0,0.0,40.0,0.0,2.0,0.0,2.0,2.0,1.0,2.0,0.0,99.0,11.0,6.0,2.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,33.0,0
1.0,1.0,42.0,3.0,1.0,1.0,2.0,0.0,4.0,2.0,1.0,1.0,3.0,1764.0,3.0,2.0,1.0,0.0,40.0,0.0,2.0,0.0,2.0,2.0,1.0,2.0,0.0,6.0,4.0,6.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,5.0,1.0,2.0,1.0,2.0,0.0,2.0,1.0,1.0,3.0,33.0,1
1.0,1.0,50.0,5.0,1.0,1.0,2.0,0.0,4.0,1.0,1.0,1.0,4.0,2500.0,3.0,2.0,1.0,0.0,45.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,11.0,6.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,33.0,0
1.0,2.0,39.0,2.0,1.0,1.0,1.0,1.0,8.0,2.0,1.0,1.0,6.0,1521.0,3.0,2.0,1.0,0.0,40.0,0.0,2.0,0.0,1.0,1.0,1.0,2.0,0.0,12.0,12.0,6.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,33.0,0
2.0,1.0,37.0,2.0,1.0,1.0,1.0,1.0,7.0,2.0,1.0,1.0,5.0,1369.0,3.0,3.0,1.0,0.0,54.0,0.0,2.0,0.0,2.0,2.0,1.0,2.0,0.0,12.0,11.0,6.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,33.0,0
2.0,1.0,56.0,2.0,1.0,1.0,2.0,0.0,4.0,2.0,3.0,1.0,3.0,3136.0,3.0,2.0,1.0,0.0,40.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,7.0,11.0,6.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,33.0,0
3.0,2.0,25.0,5.0,4.0,1.0,2.0,0.0,4.0,2.0,1.0,1.0,3.0,625.0,3.0,1.0,1.0,0.0,12.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,1.0,4.0,33.0,1
3.0,2.0,17.0,5.0,1.0,1.0,2.0,0.0,4.0,2.0,1.0,1.0,3.0,289.0,3.0,2.0,1.0,0.0,24.0,0.0,2.0,0.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,1.0,4.0,33.0,1
1.0,1.0,53.0,2.0,4.0,1.0,2.0,0.0,4.0,2.0,3.0,1.0,3.0,2809.0,3.0,2.0,1.0,0.0,40.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,5.0,11.0,6.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,2.0,4.0,33.0,1
3.0,2.0,31.0,1.0,1.0,1.0,2.0,0.0,6.0,1.0,1.0,1.0,6.0,961.0,3.0,2.0,2.0,2.0,20.0,20.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,99.0,11.0,5.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,33.0,0
3.0,2.0,38.0,1.0,1.0,1.0,2.0,0.0,6.0,1.0,1.0,1.0,6.0,1444.0,3.0,2.0,1.0,0.0,40.0,0.0,2.0,0.0,2.0,2.0,1.0,2.0,0.0,99.0,11.0,6.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,33.0,0
4.0,1.0,30.0,1.0,4.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,2.0,900.0,3.0,2.0,1.0,0.0,40.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,3.0,11.0,5.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,5.0,1.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,1.0,33.0,1
4.0,1.0,40.0,1.0,1.0,1.0,2.0,0.0,4.0,1.0,1.0,1.0,4.0,1600.0,3.0,3.0,1.0,0.0,50.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,99.0,4.0,6.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,33.0,0
1.0,1.0,41.0,5.0,1.0,1.0,2.0,0.0,7.0,2.0,1.0,1.0,5.0,1681.0,3.0,2.0,1.0,0.0,45.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,8.0,11.0,6.0,2.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,33.0,0
1.0,1.0,74.0,1.0,1.0,1.0,2.0,0.0,4.0,1.0,1.0,1.0,4.0,5476.0,2.0,3.0,1.0,0.0,48.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0
2.0,2.0,61.0,1.0,4.0,1.0,2.0,0.0,4.0,2.0,4.0,1.0,3.0,3721.0,3.0,2.0,1.0,0.0,10.0,0.0,2.0,0.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,1.0,4.0,33.0,1
1.0,1.0,65.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,2.0,4225.0,3.0,3.0,1.0,0.0,60.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,99.0,11.0,6.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,33.0,0
2.0,2.0,47.0,1.0,1.0,1.0,2.0,0.0,4.0,2.0,1.0,1.0,3.0,2209.0,3.0,2.0,2.0,5.0,20.0,19.0,1.0,1.0,2.0,2.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,4.0,33.0,1
3.0,1.0,45.0,5.0,4.0,1.0,2.0,0.0,4.0,2.0,1.0,1.0,3.0,2025.0,3.0,2.0,1.0,0.0,30.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,99.0,11.0,6.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,1.0,4.0,33.0,1
1.0,2.0,62.0,5.0,1.0,1.0,2.0,0.0,7.0,1.0,3.0,1.0,6.0,3844.0,2.0,2.0,1.0,0.0,18.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0
3.0,1.0,33.0,1.0,1.0,1.0,2.0,0.0,4.0,1.0,1.0,1.0,4.0,1089.0,3.0,3.0,1.0,0.0,66.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,99.0,11.0,6.0,2.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,33.0,0
1.0,2.0,64.0,5.0,1.0,1.0,2.0,0.0,4.0,1.0,1.0,1.0,4.0,4096.0,3.0,2.0,1.0,0.0,18.0,0.0,2.0,0.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,5.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,3.0,33.0,1
1.0,1.0,49.0,2.0,4.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,7.0,2401.0,3.0,2.0,1.0,0.0,40.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,3.0,11.0,6.0,2.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,1.0,4.0,33.0,1
3.0,1.0,27.0,5.0,4.0,1.0,2.0,0.0,4.0,2.0,1.0,1.0,3.0,729.0,3.0,2.0,1.0,0.0,40.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,3.0,4.0,5.0,2.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,2.0,4.0,33.0,1
1.0,2.0,45.0,1.0,2.0,1.0,2.0,0.0,6.0,1.0,1.0,1.0,6.0,2025.0,3.0,2.0,1.0,0.0,45.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,12.0,11.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,33.0,0
2.0,1.0,41.0,1.0,2.0,1.0,2.0,0.0,4.0,1.0,1.0,1.0,4.0,1681.0,2.0,3.0,1.0,0.0,54.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0
1.0,1.0,33.0,5.0,1.0,1.0,2.0,0.0,4.0,1.0,1.0,1.0,4.0,1089.0,3.0,3.0,2.0,2.0,40.0,9.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,4.0,11.0,6.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,33.0,0
1.0,2.0,70.0,3.0,1.0,1.0,2.0,0.0,4.0,1.0,3.0,1.0,4.0,4900.0,3.0,2.0,2.0,2.0,8.0,4.0,2.0,0.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,5.0,1.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,4.0,33.0,1
1.0,1.0,42.0,5.0,4.0,1.0,2.0,0.0,4.0,2.0,1.0,1.0,3.0,1764.0,3.0,2.0,1.0,0.0,40.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,5.0,11.0,4.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,3.0,4.0,33.0,1
10.0,2.0,29.0,5.0,4.0,1.0,2.0,0.0,4.0,2.0,1.0,1.0,3.0,841.0,3.0,3.0,1.0,0.0,40.0,0.0,9.0,0.0,9.0,9.0,2.0,2.0,0.0,99.0,11.0,9.0,9.0,9.0,4.0,9.0,9.0,9.0,9.0,0.0,9.0,9.0,9.0,9.0,0.0,2.0,2.0,9.0,9.0,33.0,1
1.0,2.0,44.0,3.0,1.0,1.0,2.0,0.0,4.0,1.0,1.0,1.0,4.0,1936.0,3.0,3.0,1.0,0.0,48.0,0.0,2.0,0.0,2.0,2.0,1.0,2.0,0.0,11.0,11.0,6.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,33.0,0
3.0,1.0,24.0,1.0,1.0,1.0,2.0,0.0,4.0,1.0,1.0,1.0,4.0,576.0,3.0,2.0,1.0,0.0,45.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,99.0,11.0,6.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,33.0,0
3.0,1.0,19.0,1.0,1.0,1.0,2.0,0.0,4.0,1.0,1.0,1.0,4.0,361.0,3.0,1.0,1.0,0.0,20.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,3.0,11.0,6.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,1.0,4.0,33.0,1
4.0,2.0,25.0,1.0,1.0,1.0,2.0,0.0,4.0,1.0,1.0,1.0,4.0,625.0,3.0,3.0,1.0,0.0,48.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,7.0,11.0,5.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,1.0,33.0,0
3.0,1.0,23.0,5.0,1.0,1.0,1.0,1.0,6.0,2.0,1.0,1.0,5.0,529.0,3.0,2.0,1.0,0.0,36.0,0.0,1.0,1.0,2.0,2.0,3.0,2.0,0.0,99.0,11.0,5.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,1.0,1.0,3.0,33.0,1
3.0,1.0,22.0,5.0,4.0,1.0,2.0,0.0,4.0,1.0,1.0,1.0,4.0,484.0,3.0,3.0,1.0,0.0,50.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,4.0,11.0,3.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,2.0,4.0,33.0,1
3.0,2.0,20.0,5.0,4.0,1.0,2.0,0.0,4.0,1.0,1.0,1.0,4.0,400.0,3.0,3.0,1.0,0.0,60.0,0.0,2.0,0.0,1.0,1.0,2.0,2.0,0.0,4.0,11.0,3.0,1.0,9.0,4.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,1.0,4.0,33.0,1
3.0,2.0,31.0,5.0,4.0,1.0,2.0,0.0,4.0,2.0,1.0,1.0,3.0,961.0,2.0,1.0,1.0,0.0,8.0,0.0,1.0,1.0,1.0,1.0,3.0,2.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0
3.0,2.0,24.0,5.0,4.0,1.0,2.0,0.0,4.0,1.0,1.0,1.0,4.0,576.0,2.0,1.0,1.0,0.0,18.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0
1.0,1.0,54.0,2.0,1.0,1.0,2.0,0.0,6.0,1.0,1.0,1.0,6.0,2916.0,2.0,2.0,1.0,0.0,24.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0
3.0,1.0,24.0,5.0,4.0,1.0,2.0,0.0,6.0,1.0,1.0,1.0,6.0,576.0,1.0,2.0,2.0,2.0,14.0,24.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0
1.0,1.0,56.0,2.0,1.0,1.0,2.0,0.0,4.0,1.0,1.0,1.0,4.0,3136.0,3.0,3.0,1.0,0.0,50.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,10.0,3.0,6.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,33.0,0
3.0,1.0,27.0,5.0,1.0,1.0,2.0,0.0,4.0,1.0,1.0,1.0,4.0,729.0,3.0,2.0,1.0,0.0,40.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,10.0,11.0,5.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,33.0,0
3.0,1.0,24.0,5.0,1.0,1.0,1.0,1.0,7.0,2.0,1.0,1.0,5.0,576.0,3.0,2.0,2.0,2.0,20.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,0.0,7.0,6.0,5.0,1.0,9.0,3.0,2.0,2.0,2.0,2.0,5.0,1.0,1.0,2.0,2.0,0.0,2.0,2.0,1.0,2.0,33.0,1
1.0,1.0,54.0,1.0,1.0,1.0,2.0,0.0,4.0,2.0,1.0,1.0,3.0,2916.0,3.0,2.0,1.0,0.0,44.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,11.0,11.0,6.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,33.0,0
2.0,2.0,55.0,1.0,1.0,1.0,2.0,0.0,7.0,1.0,1.0,1.0,6.0,3025.0,3.0,2.0,1.0,0.0,35.0,0.0,1.0,3.0,2.0,2.0,2.0,2.0,0.0,12.0,11.0,6.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,1.0,33.0,0
1.0,1.0,55.0,1.0,4.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,2.0,3025.0,2.0,2.0,1.0,0.0,36.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0
1.0,1.0,40.0,1.0,4.0,1.0,2.0,0.0,4.0,2.0,1.0,1.0,3.0,1600.0,3.0,1.0,1.0,0.0,6.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,8.0,5.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,1.0,4.0,33.0,1
2.0,2.0,45.0,1.0,4.0,1.0,2.0,0.0,4.0,2.0,1.0,1.0,3.0,2025.0,3.0,1.0,1.0,0.0,15.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,11.0,3.0,9.0,9.0,4.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,1.0,4.0,33.0,1
3.0,1.0,35.0,5.0,4.0,1.0,2.0,0.0,5.0,2.0,1.0,1.0,3.0,1225.0,2.0,2.0,1.0,0.0,36.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0
9.0,1.0,40.0,5.0,4.0,1.0,2.0,0.0,4.0,2.0,1.0,1.0,3.0,1600.0,2.0,2.0,1.0,0.0,30.0,0.0,2.0,0.0,2.0,1.0,2.0,2.0,0.0,99.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0
1.0,2.0,44.0,5.0,4.0,1.0,2.0,0.0,4.0,2.0,1.0,1.0,3.0,1936.0,3.0,1.0,1.0,0.0,20.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,1.0,4.0,33.0,1
3.0,2.0,36.0,5.0,1.0,1.0,2.0,0.0,4.0,1.0,1.0,1.0,4.0,1296.0,1.0,2.0,1.0,0.0,40.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,6.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0
5.0,1.0,23.0,5.0,1.0,1.0,1.0,1.0,7.0,2.0,1.0,1.0,5.0,529.0,2.0,2.0,1.0,0.0,40.0,0.0,2.0,0.0,9.0,2.0,2.0,2.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0
1.0,1.0,57.0,3.0,1.0,1.0,2.0,0.0,7.0,1.0,1.0,1.0,6.0,3249.0,2.0,2.0,1.0,0.0,40.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,99.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0
1.0,2.0,24.0,5.0,4.0,1.0,2.0,0.0,4.0,2.0,1.0,1.0,3.0,576.0,3.0,3.0,1.0,0.0,50.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,8.0,11.0,5.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,1.0,4.0,32.0,1
1.0,2.0,45.0,4.0,1.0,1.0,2.0,0.0,4.0,1.0,3.0,1.0,4.0,2025.0,3.0,3.0,1.0,0.0,48.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,3.0,11.0,5.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,1.0,4.0,32.0,1
3.0,1.0,23.0,5.0,1.0,1.0,2.0,0.0,6.0,2.0,1.0,1.0,5.0,529.0,3.0,2.0,1.0,0.0,40.0,0.0,2.0,0.0,2.0,2.0,1.0,2.0,0.0,12.0,11.0,5.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,32.0,0
1.0,1.0,66.0,1.0,1.0,1.0,2.0,0.0,4.0,2.0,1.0,1.0,3.0,4356.0,3.0,3.0,1.0,0.0,72.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,7.0,4.0,6.0,2.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,1.0,4.0,33.0,1
2.0,2.0,44.0,1.0,1.0,1.0,2.0,0.0,4.0,2.0,1.0,1.0,3.0,1936.0,3.0,2.0,1.0,0.0,35.0,0.0,2.0,0.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,33.0,0
3.0,1.0,32.0,5.0,4.0,1.0,2.0,0.0,4.0,1.0,1.0,1.0,4.0,1024.0,3.0,2.0,1.0,0.0,35.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,5.0,11.0,5.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,5.0,1.0,2.0,1.0,2.0,0.0,2.0,2.0,1.0,4.0,33.0,1
