ANO4,CH03,CH04,CH06,CH07,CH08,NIVEL_ED,ESTADO,CAT_OCUP,CAT_INAC,PP07H,P21,PP3E_TOT,PONDERA,IPCF
2005.0,2.0,2.0,31.0,2.0,1.0,6.0,1.0,3.0,0.0,2.0,800.0,25.0,1057.0,1566.6666666666667
2005.0,3.0,2.0,4.0,5.0,1.0,7.0,4.0,0.0,5.0,0.0,0.0,0.0,1057.0,1566.6666666666667
2005.0,1.0,1.0,81.0,4.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,1331.0,2500.0
2005.0,1.0,1.0,46.0,3.0,4.0,4.0,1.0,3.0,0.0,2.0,600.0,54.0,1076.0,600.0
2005.0,1.0,1.0,52.0,2.0,1.0,1.0,1.0,3.0,0.0,1.0,900.0,48.0,1280.0,725.0
2005.0,2.0,2.0,58.0,2.0,1.0,1.0,1.0,3.0,0.0,2.0,200.0,15.0,1280.0,725.0
2005.0,1.0,1.0,33.0,2.0,1.0,6.0,1.0,3.0,0.0,1.0,900.0,44.0,1343.0,600.0
2005.0,2.0,2.0,33.0,2.0,1.0,5.0,1.0,3.0,0.0,1.0,900.0,35.0,1343.0,600.0
2005.0,3.0,2.0,2.0,5.0,1.0,7.0,4.0,0.0,5.0,0.0,0.0,0.0,1343.0,600.0
2005.0,1.0,2.0,54.0,5.0,1.0,6.0,1.0,2.0,0.0,0.0,2500.0,30.0,1210.0,4000.0
2005.0,1.0,1.0,54.0,3.0,4.0,3.0,1.0,3.0,0.0,2.0,144.0,12.0,2839.0,162.0
2005.0,3.0,1.0,14.0,5.0,4.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,2839.0,162.0
2005.0,1.0,2.0,69.0,4.0,1.0,3.0,1.0,3.0,0.0,2.0,0.0,60.0,1152.0,1500.0
2005.0,3.0,1.0,31.0,5.0,1.0,6.0,1.0,3.0,0.0,1.0,2000.0,50.0,1152.0,1500.0
2005.0,1.0,1.0,28.0,2.0,1.0,6.0,1.0,3.0,0.0,1.0,840.0,50.0,1236.0,1495.0
2005.0,2.0,2.0,29.0,2.0,1.0,5.0,1.0,3.0,0.0,1.0,900.0,40.0,1236.0,1495.0
2005.0,1.0,1.0,40.0,2.0,1.0,5.0,1.0,3.0,0.0,1.0,1600.0,40.0,1474.0,1050.0
2005.0,2.0,2.0,35.0,2.0,12.0,6.0,1.0,3.0,0.0,1.0,1600.0,40.0,1474.0,1050.0
2005.0,3.0,2.0,10.0,5.0,2.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,1474.0,1050.0
2005.0,3.0,1.0,3.0,5.0,2.0,7.0,4.0,0.0,5.0,0.0,0.0,0.0,1474.0,1050.0
2005.0,1.0,2.0,46.0,5.0,2.0,5.0,1.0,3.0,0.0,2.0,400.0,25.0,959.0,700.0
2005.0,1.0,1.0,46.0,2.0,1.0,4.0,1.0,3.0,0.0,2.0,1770.0,49.0,1363.0,442.5
2005.0,2.0,2.0,44.0,2.0,1.0,4.0,3.0,0.0,4.0,0.0,0.0,0.0,1363.0,442.5
2005.0,3.0,2.0,7.0,5.0,1.0,1.0,4.0,0.0,3.0,0.0,0.0,0.0,1363.0,442.5
2005.0,3.0,2.0,6.0,5.0,1.0,1.0,4.0,0.0,3.0,0.0,0.0,0.0,1363.0,442.5
2005.0,1.0,2.0,52.0,3.0,1.0,5.0,1.0,2.0,0.0,0.0,415.0,68.0,1166.0,415.0
2005.0,1.0,1.0,82.0,2.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,1383.0,350.0
2005.0,2.0,2.0,77.0,2.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,1383.0,350.0
2005.0,1.0,2.0,48.0,5.0,1.0,6.0,1.0,3.0,0.0,1.0,2800.0,40.0,1075.0,2800.0
2005.0,1.0,1.0,47.0,2.0,1.0,4.0,1.0,3.0,0.0,1.0,750.0,48.0,1214.0,305.0
2005.0,2.0,2.0,46.0,2.0,1.0,4.0,3.0,0.0,4.0,0.0,0.0,0.0,1214.0,305.0
2005.0,3.0,2.0,13.0,5.0,1.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,1214.0,305.0
2005.0,3.0,1.0,12.0,5.0,1.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,1214.0,305.0
2005.0,1.0,1.0,74.0,2.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,1553.0,175.0
2005.0,2.0,2.0,72.0,2.0,1.0,2.0,3.0,0.0,4.0,0.0,0.0,0.0,1553.0,175.0
2005.0,1.0,1.0,53.0,2.0,1.0,6.0,1.0,3.0,0.0,1.0,2000.0,40.0,1145.0,1050.0
2005.0,2.0,2.0,45.0,2.0,1.0,6.0,1.0,3.0,0.0,1.0,800.0,20.0,1145.0,1050.0
2005.0,3.0,1.0,6.0,5.0,1.0,1.0,4.0,0.0,3.0,0.0,0.0,0.0,1145.0,1050.0
2005.0,1.0,1.0,61.0,3.0,1.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,1257.0,1000.0
2005.0,1.0,2.0,61.0,4.0,1.0,4.0,1.0,3.0,0.0,1.0,1000.0,54.0,1205.0,1300.0
2005.0,1.0,1.0,33.0,5.0,1.0,6.0,1.0,3.0,0.0,1.0,3680.0,48.0,1176.0,5380.0
2005.0,1.0,1.0,26.0,5.0,2.0,6.0,2.0,3.0,0.0,0.0,0.0,0.0,1225.0,400.0
2005.0,6.0,2.0,67.0,2.0,2.0,6.0,3.0,0.0,2.0,0.0,0.0,0.0,1225.0,400.0
2005.0,1.0,1.0,50.0,2.0,4.0,5.0,1.0,2.0,0.0,0.0,1000.0,72.0,1137.0,260.0
2005.0,2.0,2.0,47.0,2.0,4.0,3.0,3.0,0.0,4.0,0.0,0.0,0.0,1137.0,260.0
2005.0,3.0,1.0,23.0,5.0,4.0,5.0,2.0,3.0,0.0,0.0,0.0,0.0,1137.0,260.0
2005.0,3.0,1.0,21.0,5.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1137.0,260.0
2005.0,3.0,1.0,14.0,5.0,4.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,1137.0,260.0
2005.0,1.0,1.0,25.0,1.0,1.0,5.0,1.0,2.0,0.0,0.0,1400.0,60.0,991.0,1450.0
2005.0,2.0,2.0,25.0,1.0,1.0,5.0,1.0,3.0,0.0,1.0,1000.0,40.0,991.0,1450.0
2005.0,1.0,2.0,64.0,4.0,1.0,6.0,3.0,0.0,1.0,0.0,0.0,0.0,1180.0,762.0
2005.0,1.0,1.0,46.0,2.0,1.0,4.0,1.0,3.0,0.0,1.0,1850.0,54.0,1403.0,616.6666666666666
2005.0,2.0,2.0,44.0,2.0,1.0,2.0,3.0,0.0,4.0,0.0,0.0,0.0,1403.0,616.6666666666666
2005.0,3.0,1.0,14.0,5.0,1.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,1403.0,616.6666666666666
2005.0,1.0,1.0,25.0,1.0,1.0,2.0,1.0,3.0,0.0,1.0,700.0,54.0,1159.0,233.33333333333334
2005.0,2.0,2.0,22.0,1.0,4.0,3.0,3.0,0.0,7.0,0.0,0.0,0.0,1159.0,233.33333333333334
2005.0,3.0,2.0,1.0,5.0,1.0,7.0,4.0,0.0,5.0,0.0,0.0,0.0,1159.0,233.33333333333334
2005.0,1.0,1.0,67.0,2.0,1.0,2.0,1.0,2.0,0.0,0.0,150.0,35.0,1295.0,750.0
2005.0,2.0,2.0,55.0,2.0,1.0,2.0,1.0,3.0,0.0,1.0,700.0,0.0,1295.0,750.0
2005.0,3.0,1.0,22.0,5.0,2.0,5.0,1.0,3.0,0.0,2.0,1400.0,40.0,1295.0,750.0
2005.0,1.0,2.0,40.0,1.0,4.0,6.0,2.0,3.0,0.0,0.0,0.0,0.0,1182.0,730.0
2005.0,3.0,1.0,8.0,5.0,1.0,1.0,4.0,0.0,3.0,0.0,0.0,0.0,1182.0,730.0
2005.0,2.0,1.0,50.0,1.0,4.0,2.0,1.0,3.0,0.0,1.0,1050.0,48.0,1182.0,730.0
2005.0,1.0,1.0,69.0,2.0,2.0,6.0,1.0,3.0,0.0,1.0,900.0,30.0,1551.0,500.0
2005.0,2.0,2.0,46.0,2.0,2.0,6.0,1.0,2.0,0.0,0.0,600.0,35.0,1551.0,500.0
2005.0,3.0,1.0,12.0,5.0,2.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,1551.0,500.0
2005.0,1.0,2.0,28.0,5.0,12.0,6.0,1.0,3.0,0.0,2.0,1600.0,40.0,1002.0,2160.0
2005.0,1.0,1.0,23.0,5.0,2.0,5.0,1.0,3.0,0.0,1.0,1800.0,40.0,1002.0,1800.0
2005.0,1.0,1.0,35.0,5.0,1.0,6.0,1.0,3.0,0.0,1.0,3000.0,40.0,1092.0,4500.0
2005.0,1.0,1.0,77.0,2.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,1426.0,350.0
2005.0,2.0,2.0,71.0,2.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,1426.0,350.0
2005.0,1.0,1.0,37.0,1.0,4.0,3.0,1.0,2.0,0.0,0.0,500.0,20.0,1893.0,120.0
2005.0,2.0,2.0,38.0,1.0,4.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,1893.0,120.0
2005.0,3.0,1.0,11.0,5.0,4.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,1893.0,120.0
2005.0,3.0,1.0,8.0,5.0,4.0,1.0,4.0,0.0,3.0,0.0,0.0,0.0,1893.0,120.0
2005.0,3.0,1.0,1.0,5.0,4.0,7.0,4.0,0.0,5.0,0.0,0.0,0.0,1893.0,120.0
2005.0,1.0,1.0,74.0,2.0,1.0,2.0,1.0,3.0,0.0,2.0,100.0,20.0,1062.0,450.0
2005.0,2.0,2.0,70.0,2.0,1.0,2.0,3.0,0.0,4.0,0.0,0.0,0.0,1062.0,450.0
2005.0,3.0,1.0,38.0,5.0,1.0,5.0,1.0,3.0,0.0,1.0,900.0,20.0,1062.0,450.0
2005.0,1.0,1.0,42.0,2.0,1.0,2.0,1.0,3.0,0.0,1.0,600.0,48.0,1220.0,196.66666666666666
2005.0,2.0,2.0,38.0,2.0,4.0,2.0,1.0,3.0,0.0,2.0,400.0,40.0,1220.0,196.66666666666666
2005.0,3.0,2.0,18.0,5.0,4.0,3.0,1.0,3.0,0.0,2.0,180.0,30.0,1220.0,196.66666666666666
2005.0,3.0,1.0,16.0,5.0,4.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,1220.0,196.66666666666666
2005.0,3.0,2.0,14.0,5.0,1.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,1220.0,196.66666666666666
2005.0,3.0,2.0,12.0,5.0,1.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,1220.0,196.66666666666666
2005.0,1.0,2.0,75.0,3.0,1.0,6.0,3.0,0.0,1.0,0.0,0.0,0.0,1365.0,610.0
2005.0,1.0,1.0,47.0,2.0,1.0,5.0,1.0,2.0,0.0,0.0,300.0,60.0,1076.0,1075.0
2005.0,2.0,2.0,51.0,2.0,1.0,6.0,1.0,2.0,0.0,0.0,4000.0,40.0,1076.0,1075.0
2005.0,3.0,2.0,20.0,5.0,1.0,5.0,3.0,0.0,3.0,0.0,0.0,0.0,1076.0,1075.0
2005.0,3.0,2.0,15.0,5.0,1.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,1076.0,1075.0
2005.0,1.0,1.0,53.0,2.0,1.0,2.0,1.0,3.0,0.0,1.0,700.0,48.0,1150.0,350.0
2005.0,2.0,2.0,51.0,2.0,1.0,4.0,3.0,0.0,4.0,0.0,0.0,0.0,1150.0,350.0
2005.0,3.0,1.0,23.0,5.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1150.0,350.0
2005.0,1.0,1.0,86.0,4.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,1410.0,517.0
2005.0,3.0,2.0,55.0,5.0,1.0,2.0,1.0,3.0,0.0,1.0,120.0,48.0,1410.0,517.0
2005.0,1.0,2.0,72.0,4.0,2.0,6.0,3.0,0.0,1.0,0.0,0.0,0.0,1055.0,1670.0
2005.0,3.0,2.0,34.0,5.0,2.0,6.0,1.0,2.0,0.0,0.0,700.0,19.0,1055.0,1670.0
2005.0,1.0,2.0,28.0,5.0,1.0,4.0,1.0,3.0,0.0,1.0,1350.0,72.0,1037.0,1435.0
2005.0,8.0,1.0,40.0,5.0,1.0,3.0,1.0,3.0,0.0,1.0,950.0,38.0,1037.0,1435.0
2005.0,1.0,2.0,66.0,3.0,1.0,6.0,3.0,0.0,1.0,0.0,0.0,0.0,1164.0,800.0
2005.0,1.0,1.0,53.0,2.0,1.0,6.0,1.0,3.0,0.0,1.0,2000.0,40.0,1172.0,800.0
2005.0,2.0,2.0,53.0,2.0,1.0,4.0,3.0,0.0,4.0,0.0,0.0,0.0,1172.0,800.0
2005.0,3.0,2.0,20.0,5.0,1.0,5.0,3.0,0.0,3.0,0.0,0.0,0.0,1172.0,800.0
2005.0,1.0,1.0,22.0,5.0,1.0,5.0,1.0,3.0,0.0,1.0,480.0,25.0,948.0,1280.0
2005.0,1.0,1.0,56.0,2.0,1.0,3.0,1.0,3.0,0.0,1.0,1100.0,49.0,1121.0,666.6666666666666
2005.0,2.0,2.0,49.0,2.0,1.0,2.0,3.0,0.0,7.0,0.0,0.0,0.0,1121.0,666.6666666666666
2005.0,3.0,2.0,27.0,5.0,1.0,3.0,1.0,3.0,0.0,1.0,900.0,60.0,1121.0,666.6666666666666
2005.0,1.0,1.0,44.0,2.0,2.0,6.0,1.0,2.0,0.0,0.0,1500.0,40.0,912.0,500.0
2005.0,2.0,2.0,43.0,2.0,2.0,4.0,3.0,0.0,4.0,0.0,0.0,0.0,912.0,500.0
2005.0,3.0,1.0,15.0,5.0,2.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,912.0,500.0
2005.0,1.0,1.0,57.0,3.0,2.0,6.0,1.0,1.0,0.0,0.0,700.0,44.0,1119.0,293.3333333333333
2005.0,3.0,2.0,24.0,5.0,2.0,5.0,2.0,3.0,0.0,0.0,0.0,0.0,1119.0,293.3333333333333
2005.0,3.0,2.0,21.0,5.0,2.0,5.0,1.0,2.0,0.0,0.0,180.0,16.0,1119.0,293.3333333333333
2005.0,1.0,2.0,86.0,4.0,1.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,1291.0,350.0
2005.0,1.0,2.0,29.0,5.0,1.0,6.0,1.0,3.0,0.0,2.0,1400.0,45.0,983.0,1400.0
2005.0,1.0,1.0,64.0,2.0,1.0,4.0,1.0,2.0,0.0,0.0,900.0,30.0,1254.0,883.3333333333334
2005.0,2.0,2.0,67.0,2.0,1.0,6.0,3.0,0.0,1.0,0.0,0.0,0.0,1254.0,883.3333333333334
2005.0,3.0,1.0,31.0,5.0,4.0,3.0,1.0,3.0,0.0,2.0,900.0,46.0,1254.0,883.3333333333334
2005.0,1.0,1.0,44.0,2.0,2.0,6.0,1.0,3.0,0.0,1.0,6000.0,42.0,1479.0,1200.0
2005.0,2.0,2.0,36.0,2.0,2.0,5.0,3.0,0.0,4.0,0.0,0.0,0.0,1479.0,1200.0
2005.0,3.0,2.0,8.0,5.0,2.0,1.0,4.0,0.0,3.0,0.0,0.0,0.0,1479.0,1200.0
2005.0,3.0,1.0,6.0,5.0,2.0,1.0,4.0,0.0,3.0,0.0,0.0,0.0,1479.0,1200.0
2005.0,3.0,1.0,0.0,5.0,2.0,7.0,4.0,0.0,5.0,0.0,0.0,0.0,1479.0,1200.0
2005.0,1.0,2.0,62.0,3.0,1.0,4.0,1.0,3.0,0.0,2.0,200.0,0.0,1353.0,810.0
2005.0,1.0,2.0,59.0,4.0,4.0,6.0,1.0,3.0,0.0,1.0,1800.0,40.0,1225.0,822.5
2005.0,3.0,2.0,26.0,5.0,1.0,4.0,1.0,3.0,0.0,1.0,590.0,48.0,1225.0,822.5
2005.0,3.0,1.0,24.0,5.0,4.0,3.0,1.0,3.0,0.0,2.0,400.0,55.0,1225.0,822.5
2005.0,6.0,2.0,93.0,4.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,1225.0,822.5
2005.0,1.0,1.0,38.0,2.0,1.0,6.0,1.0,3.0,0.0,1.0,1200.0,0.0,1736.0,2050.0
2005.0,2.0,2.0,39.0,2.0,1.0,6.0,1.0,3.0,0.0,1.0,900.0,45.0,1736.0,2050.0
2005.0,1.0,2.0,75.0,4.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,1216.0,400.0
2005.0,1.0,1.0,51.0,4.0,4.0,1.0,1.0,3.0,0.0,2.0,450.0,16.0,1224.0,547.5
2005.0,3.0,1.0,29.0,5.0,4.0,3.0,1.0,3.0,0.0,2.0,790.0,28.0,1224.0,547.5
2005.0,3.0,1.0,27.0,5.0,4.0,3.0,1.0,3.0,0.0,2.0,950.0,28.0,1224.0,547.5
2005.0,3.0,2.0,17.0,5.0,4.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,1224.0,547.5
2005.0,1.0,1.0,51.0,1.0,2.0,6.0,1.0,1.0,0.0,0.0,3500.0,51.0,1429.0,2400.0
2005.0,2.0,2.0,46.0,1.0,2.0,6.0,1.0,1.0,0.0,0.0,1300.0,44.0,1429.0,2400.0
2005.0,1.0,1.0,63.0,4.0,1.0,6.0,1.0,3.0,0.0,1.0,2000.0,30.0,1594.0,3000.0
2005.0,1.0,1.0,36.0,1.0,4.0,2.0,1.0,3.0,0.0,2.0,1400.0,60.0,1138.0,365.0
2005.0,2.0,2.0,40.0,1.0,4.0,3.0,3.0,0.0,4.0,0.0,0.0,0.0,1138.0,365.0
2005.0,3.0,1.0,15.0,5.0,4.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,1138.0,365.0
2005.0,3.0,1.0,11.0,5.0,4.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,1138.0,365.0
2005.0,1.0,1.0,52.0,2.0,2.0,5.0,1.0,2.0,0.0,0.0,1000.0,72.0,1195.0,620.0
2005.0,2.0,2.0,49.0,2.0,2.0,5.0,2.0,3.0,0.0,0.0,0.0,0.0,1195.0,620.0
2005.0,3.0,2.0,23.0,5.0,2.0,6.0,1.0,3.0,0.0,1.0,1200.0,35.0,1195.0,620.0
2005.0,3.0,1.0,20.0,5.0,2.0,4.0,1.0,3.0,0.0,1.0,900.0,60.0,1195.0,620.0
2005.0,3.0,1.0,12.0,5.0,2.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,1195.0,620.0
2005.0,1.0,2.0,48.0,3.0,1.0,4.0,1.0,3.0,0.0,1.0,800.0,48.0,1239.0,845.0
2005.0,6.0,2.0,76.0,4.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,1239.0,845.0
2005.0,1.0,1.0,32.0,2.0,1.0,4.0,1.0,2.0,0.0,0.0,1500.0,60.0,1292.0,500.0
2005.0,2.0,2.0,33.0,2.0,1.0,4.0,1.0,2.0,0.0,0.0,0.0,36.0,1292.0,500.0
2005.0,3.0,2.0,1.0,5.0,1.0,7.0,4.0,0.0,5.0,0.0,0.0,0.0,1292.0,500.0
2005.0,1.0,1.0,29.0,5.0,1.0,5.0,1.0,3.0,0.0,1.0,1400.0,40.0,991.0,1800.0
2005.0,8.0,2.0,23.0,5.0,1.0,6.0,1.0,3.0,0.0,1.0,800.0,48.0,991.0,1800.0
2005.0,1.0,1.0,69.0,2.0,1.0,6.0,1.0,3.0,0.0,2.0,2500.0,30.0,1330.0,3600.0
2005.0,2.0,2.0,65.0,2.0,1.0,6.0,1.0,2.0,0.0,0.0,2500.0,30.0,1330.0,3600.0
2005.0,3.0,1.0,21.0,5.0,1.0,5.0,1.0,3.0,0.0,2.0,1800.0,60.0,1330.0,3600.0
2005.0,1.0,1.0,43.0,1.0,1.0,4.0,1.0,3.0,0.0,1.0,600.0,40.0,1184.0,1450.0
2005.0,2.0,2.0,34.0,1.0,1.0,3.0,1.0,3.0,0.0,2.0,500.0,44.0,1184.0,1450.0
2005.0,1.0,1.0,39.0,2.0,1.0,6.0,1.0,3.0,0.0,2.0,550.0,15.0,1437.0,462.5
2005.0,2.0,2.0,36.0,2.0,1.0,6.0,1.0,3.0,0.0,1.0,770.0,15.0,1437.0,462.5
2005.0,3.0,1.0,9.0,5.0,1.0,1.0,4.0,0.0,3.0,0.0,0.0,0.0,1437.0,462.5
2005.0,3.0,1.0,5.0,5.0,1.0,7.0,4.0,0.0,5.0,0.0,0.0,0.0,1437.0,462.5
2005.0,1.0,2.0,65.0,4.0,1.0,3.0,1.0,3.0,0.0,1.0,600.0,40.0,1633.0,175.0
2005.0,3.0,2.0,29.0,3.0,4.0,3.0,3.0,0.0,4.0,0.0,0.0,0.0,1633.0,175.0
2005.0,5.0,1.0,10.0,5.0,4.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,1633.0,175.0
2005.0,5.0,1.0,6.0,5.0,4.0,1.0,4.0,0.0,3.0,0.0,0.0,0.0,1633.0,175.0
2005.0,5.0,2.0,3.0,5.0,4.0,7.0,4.0,0.0,5.0,0.0,0.0,0.0,1633.0,175.0
2005.0,5.0,2.0,0.0,5.0,4.0,7.0,4.0,0.0,5.0,0.0,0.0,0.0,1633.0,175.0
2005.0,1.0,1.0,85.0,2.0,1.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,1337.0,600.0
2005.0,2.0,2.0,89.0,2.0,1.0,4.0,3.0,0.0,4.0,0.0,0.0,0.0,1337.0,600.0
2005.0,1.0,1.0,66.0,2.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,1496.0,533.3333333333334
2005.0,2.0,2.0,63.0,2.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,1496.0,533.3333333333334
2005.0,3.0,1.0,29.0,5.0,4.0,4.0,1.0,3.0,0.0,2.0,800.0,40.0,1496.0,533.3333333333334
2005.0,1.0,1.0,35.0,5.0,1.0,6.0,1.0,3.0,0.0,1.0,1200.0,45.0,1181.0,1950.0
2005.0,1.0,1.0,60.0,2.0,3.0,3.0,1.0,2.0,0.0,0.0,1000.0,48.0,1055.0,844.0
2005.0,2.0,2.0,52.0,2.0,3.0,3.0,3.0,0.0,4.0,0.0,0.0,0.0,1055.0,844.0
2005.0,3.0,1.0,26.0,5.0,1.0,5.0,1.0,3.0,0.0,1.0,1000.0,72.0,1055.0,844.0
2005.0,3.0,2.0,27.0,5.0,1.0,6.0,1.0,3.0,0.0,1.0,800.0,63.0,1055.0,844.0
2005.0,3.0,1.0,21.0,5.0,3.0,4.0,1.0,3.0,0.0,2.0,400.0,30.0,1055.0,844.0
2005.0,1.0,1.0,33.0,2.0,4.0,4.0,1.0,2.0,0.0,0.0,1100.0,60.0,1490.0,220.0
2005.0,2.0,2.0,36.0,2.0,4.0,4.0,3.0,0.0,4.0,0.0,0.0,0.0,1490.0,220.0
2005.0,3.0,2.0,14.0,5.0,4.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,1490.0,220.0
2005.0,3.0,1.0,11.0,5.0,4.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,1490.0,220.0
2005.0,3.0,2.0,10.0,5.0,4.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,1490.0,220.0
2005.0,1.0,2.0,74.0,5.0,12.0,5.0,1.0,3.0,0.0,2.0,100.0,8.0,1304.0,400.0
2005.0,1.0,1.0,33.0,2.0,1.0,2.0,1.0,3.0,0.0,1.0,720.0,40.0,1327.0,845.0
2005.0,2.0,2.0,30.0,2.0,1.0,2.0,1.0,3.0,0.0,1.0,1000.0,40.0,1327.0,845.0
2005.0,3.0,1.0,5.0,5.0,1.0,7.0,4.0,0.0,5.0,0.0,0.0,0.0,1327.0,845.0
2005.0,1.0,1.0,50.0,1.0,2.0,3.0,1.0,2.0,0.0,0.0,800.0,36.0,1219.0,310.0
2005.0,2.0,2.0,39.0,1.0,2.0,6.0,1.0,3.0,0.0,2.0,350.0,20.0,1219.0,310.0
2005.0,3.0,2.0,15.0,5.0,2.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,1219.0,310.0
2005.0,3.0,2.0,13.0,5.0,2.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,1219.0,310.0
2005.0,3.0,2.0,9.0,5.0,2.0,1.0,4.0,0.0,3.0,0.0,0.0,0.0,1219.0,310.0
2005.0,1.0,1.0,28.0,1.0,2.0,5.0,1.0,3.0,0.0,1.0,1500.0,45.0,1036.0,1225.0
2005.0,2.0,2.0,24.0,1.0,2.0,6.0,1.0,3.0,0.0,2.0,950.0,45.0,1036.0,1225.0
2005.0,1.0,1.0,40.0,5.0,1.0,4.0,1.0,3.0,0.0,2.0,1300.0,48.0,1078.0,1300.0
2005.0,1.0,2.0,59.0,3.0,1.0,6.0,1.0,3.0,0.0,1.0,2200.0,50.0,950.0,2200.0
2005.0,1.0,1.0,65.0,1.0,4.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,1372.0,86.75
2005.0,2.0,2.0,42.0,1.0,4.0,4.0,2.0,3.0,0.0,0.0,0.0,0.0,1372.0,86.75
2005.0,3.0,2.0,15.0,5.0,4.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,1372.0,86.75
2005.0,3.0,1.0,9.0,5.0,4.0,1.0,4.0,0.0,3.0,0.0,0.0,0.0,1372.0,86.75
2005.0,1.0,2.0,52.0,3.0,3.0,6.0,1.0,3.0,0.0,2.0,1400.0,40.0,1089.0,1566.6666666666667
2005.0,3.0,1.0,25.0,5.0,3.0,5.0,1.0,3.0,0.0,2.0,1000.0,30.0,1089.0,1566.6666666666667
2005.0,10.0,1.0,23.0,5.0,1.0,5.0,1.0,3.0,0.0,2.0,1200.0,40.0,1089.0,1566.6666666666667
2005.0,1.0,2.0,62.0,3.0,1.0,4.0,1.0,3.0,0.0,1.0,600.0,30.0,1051.0,323.3333333333333
2005.0,3.0,2.0,25.0,5.0,4.0,5.0,2.0,3.0,0.0,0.0,0.0,0.0,1051.0,323.3333333333333
2005.0,8.0,1.0,61.0,3.0,4.0,2.0,3.0,0.0,6.0,0.0,0.0,0.0,1051.0,323.3333333333333
2005.0,1.0,2.0,28.0,1.0,2.0,6.0,1.0,3.0,0.0,2.0,2000.0,40.0,1174.0,3425.0
2005.0,2.0,1.0,45.0,1.0,2.0,6.0,1.0,2.0,0.0,0.0,3500.0,40.0,1174.0,3425.0
2005.0,1.0,1.0,30.0,2.0,2.0,6.0,1.0,3.0,0.0,1.0,2000.0,45.0,993.0,1660.0
2005.0,2.0,2.0,26.0,2.0,2.0,6.0,1.0,3.0,0.0,1.0,720.0,30.0,993.0,1660.0
2005.0,1.0,1.0,55.0,2.0,2.0,6.0,1.0,1.0,0.0,0.0,4500.0,50.0,1436.0,1116.6666666666667
2005.0,2.0,2.0,53.0,2.0,2.0,6.0,1.0,2.0,0.0,0.0,2000.0,30.0,1436.0,1116.6666666666667
2005.0,3.0,1.0,22.0,5.0,2.0,5.0,1.0,3.0,0.0,2.0,0.0,15.0,1436.0,1116.6666666666667
2005.0,3.0,2.0,21.0,5.0,2.0,5.0,1.0,3.0,0.0,2.0,200.0,15.0,1436.0,1116.6666666666667
2005.0,3.0,1.0,14.0,5.0,2.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,1436.0,1116.6666666666667
2005.0,3.0,1.0,12.0,5.0,2.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,1436.0,1116.6666666666667
2005.0,1.0,1.0,43.0,2.0,1.0,4.0,1.0,3.0,0.0,1.0,4000.0,65.0,1193.0,2850.0
2005.0,2.0,2.0,39.0,2.0,1.0,6.0,1.0,3.0,0.0,1.0,850.0,20.0,1193.0,2850.0
