ANO4,PONDERA,CH04,CH06,CH07,CH08,NIVEL_ED,ESTADO,CAT_INAC,IPCF,CAT_OCUP,PP07H,P21,PP04A,PP04C
2005,1219.0,2.0,39.0,1.0,2.0,6.0,1.0,0.0,310.0,3.0,2.0,350.0,2.0,9.0
2005,1219.0,2.0,15.0,5.0,2.0,3.0,3.0,3.0,310.0,0.0,0.0,0.0,,
2005,1219.0,2.0,13.0,5.0,2.0,3.0,3.0,3.0,310.0,0.0,0.0,0.0,,
2005,1219.0,2.0,9.0,5.0,2.0,1.0,4.0,3.0,310.0,0.0,0.0,0.0,,
2005,1036.0,1.0,28.0,1.0,2.0,5.0,1.0,0.0,1225.0,3.0,1.0,1500.0,2.0,12.0
2005,1036.0,2.0,24.0,1.0,2.0,6.0,1.0,0.0,1225.0,3.0,2.0,950.0,1.0,12.0
2005,1078.0,1.0,40.0,5.0,1.0,4.0,1.0,0.0,1300.0,3.0,2.0,1300.0,2.0,5.0
2005,950.0,2.0,59.0,3.0,1.0,6.0,1.0,0.0,2200.0,3.0,1.0,2200.0,2.0,12.0
2005,1372.0,1.0,65.0,1.0,4.0,3.0,2.0,0.0,86.75,3.0,0.0,0.0,,
2005,1372.0,2.0,42.0,1.0,4.0,4.0,2.0,0.0,86.75,3.0,0.0,0.0,,
2005,1372.0,2.0,15.0,5.0,4.0,3.0,3.0,3.0,86.75,0.0,0.0,0.0,,
2005,1372.0,1.0,9.0,5.0,4.0,1.0,4.0,3.0,86.75,0.0,0.0,0.0,,
2005,1089.0,2.0,52.0,3.0,3.0,6.0,1.0,0.0,1566.6666666666667,3.0,2.0,1400.0,2.0,6.0
2005,1089.0,1.0,25.0,5.0,3.0,5.0,1.0,0.0,1566.6666666666667,3.0,2.0,1000.0,2.0,2.0
2005,1089.0,1.0,23.0,5.0,1.0,5.0,1.0,0.0,1566.6666666666667,3.0,2.0,1200.0,1.0,10.0
2005,1051.0,2.0,62.0,3.0,1.0,4.0,1.0,0.0,323.3333333333333,3.0,1.0,600.0,2.0,5.0
2005,1051.0,2.0,25.0,5.0,4.0,5.0,2.0,0.0,323.3333333333333,3.0,0.0,0.0,,
2005,1051.0,1.0,61.0,3.0,4.0,2.0,3.0,6.0,323.3333333333333,0.0,0.0,0.0,,
2005,1174.0,2.0,28.0,1.0,2.0,6.0,1.0,0.0,3425.0,3.0,2.0,2000.0,1.0,7.0
2005,1174.0,1.0,45.0,1.0,2.0,6.0,1.0,0.0,3425.0,2.0,0.0,3500.0,2.0,4.0
2005,993.0,1.0,30.0,2.0,2.0,6.0,1.0,0.0,1660.0,3.0,1.0,2000.0,2.0,
2005,993.0,2.0,26.0,2.0,2.0,6.0,1.0,0.0,1660.0,3.0,1.0,720.0,2.0,7.0
2005,1436.0,1.0,55.0,2.0,2.0,6.0,1.0,0.0,1116.6666666666667,1.0,0.0,4500.0,2.0,4.0
2005,1436.0,2.0,53.0,2.0,2.0,6.0,1.0,0.0,1116.6666666666667,2.0,0.0,2000.0,2.0,4.0
2005,1436.0,1.0,22.0,5.0,2.0,5.0,1.0,0.0,1116.6666666666667,3.0,2.0,0.0,2.0,4.0
2005,1436.0,2.0,21.0,5.0,2.0,5.0,1.0,0.0,1116.6666666666667,3.0,2.0,200.0,2.0,4.0
2005,1436.0,1.0,14.0,5.0,2.0,3.0,3.0,3.0,1116.6666666666667,0.0,0.0,0.0,,
2005,1436.0,1.0,12.0,5.0,2.0,1.0,3.0,3.0,1116.6666666666667,0.0,0.0,0.0,,
2005,1193.0,1.0,43.0,2.0,1.0,4.0,1.0,0.0,2850.0,3.0,1.0,4000.0,1.0,
2005,1193.0,2.0,39.0,2.0,1.0,6.0,1.0,0.0,2850.0,3.0,1.0,850.0,1.0,9.0
2005,1359.0,1.0,63.0,3.0,1.0,6.0,1.0,0.0,2900.0,3.0,1.0,1000.0,2.0,8.0
2005,1586.0,1.0,36.0,2.0,2.0,6.0,1.0,0.0,3020.0,1.0,0.0,3060.0,2.0,6.0
2005,1586.0,2.0,42.0,2.0,2.0,6.0,1.0,0.0,3020.0,1.0,0.0,3000.0,2.0,4.0
2005,1586.0,1.0,2.0,5.0,2.0,7.0,4.0,5.0,3020.0,0.0,0.0,0.0,,
2005,1285.0,1.0,52.0,2.0,2.0,4.0,1.0,0.0,1066.6666666666667,3.0,1.0,2000.0,2.0,11.0
2005,1285.0,2.0,52.0,2.0,2.0,6.0,1.0,0.0,1066.6666666666667,2.0,0.0,800.0,2.0,1.0
2005,1285.0,1.0,12.0,5.0,2.0,1.0,3.0,3.0,1066.6666666666667,0.0,0.0,0.0,,
2005,1185.0,2.0,43.0,5.0,1.0,4.0,1.0,0.0,750.0,3.0,1.0,750.0,2.0,2.0
2005,1232.0,1.0,56.0,1.0,2.0,6.0,3.0,1.0,2650.0,0.0,0.0,0.0,,
2005,1232.0,2.0,43.0,1.0,2.0,6.0,1.0,0.0,2650.0,2.0,0.0,3500.0,2.0,1.0
2005,1094.0,1.0,51.0,2.0,2.0,5.0,1.0,0.0,2500.0,3.0,1.0,5300.0,2.0,5.0
2005,1094.0,2.0,50.0,2.0,2.0,4.0,1.0,0.0,2500.0,3.0,1.0,700.0,2.0,5.0
2005,1094.0,1.0,24.0,5.0,2.0,5.0,1.0,0.0,2500.0,3.0,1.0,1500.0,2.0,11.0
2005,962.0,1.0,48.0,2.0,4.0,2.0,2.0,0.0,366.6666666666667,3.0,0.0,0.0,,
2005,962.0,2.0,52.0,2.0,4.0,3.0,3.0,4.0,366.6666666666667,0.0,0.0,0.0,,
2005,962.0,2.0,93.0,4.0,1.0,4.0,3.0,1.0,366.6666666666667,0.0,0.0,0.0,,
2005,1139.0,2.0,61.0,4.0,2.0,4.0,3.0,4.0,0.0,0.0,0.0,0.0,,
2005,1139.0,1.0,23.0,5.0,2.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,,
2005,1221.0,2.0,65.0,2.0,12.0,4.0,3.0,4.0,1400.0,0.0,0.0,0.0,,
2005,1221.0,1.0,73.0,2.0,12.0,4.0,1.0,0.0,1400.0,3.0,2.0,800.0,2.0,8.0
2005,1161.0,1.0,51.0,2.0,2.0,6.0,1.0,0.0,2825.0,3.0,1.0,10000.0,2.0,11.0
2005,1161.0,2.0,50.0,2.0,2.0,4.0,3.0,4.0,2825.0,0.0,0.0,0.0,,
2005,1161.0,2.0,24.0,5.0,2.0,6.0,1.0,0.0,2825.0,3.0,1.0,1300.0,2.0,
2005,1161.0,1.0,22.0,5.0,2.0,5.0,3.0,3.0,2825.0,0.0,0.0,0.0,,
2005,1161.0,2.0,57.0,4.0,1.0,1.0,1.0,0.0,650.0,3.0,1.0,650.0,2.0,
2005,969.0,1.0,33.0,2.0,2.0,6.0,1.0,0.0,2825.0,3.0,1.0,2850.0,1.0,11.0
2005,969.0,2.0,26.0,2.0,2.0,4.0,1.0,0.0,2825.0,3.0,1.0,1000.0,2.0,3.0
2005,1602.0,1.0,66.0,2.0,1.0,6.0,3.0,4.0,536.0,0.0,0.0,0.0,,
2005,1602.0,2.0,63.0,2.0,1.0,5.0,3.0,1.0,536.0,0.0,0.0,0.0,,
2005,1087.0,1.0,29.0,1.0,1.0,6.0,1.0,0.0,1150.0,3.0,1.0,650.0,2.0,9.0
2005,1087.0,2.0,28.0,1.0,1.0,6.0,1.0,0.0,1150.0,3.0,1.0,900.0,2.0,12.0
2005,1277.0,2.0,73.0,4.0,4.0,2.0,1.0,0.0,450.0,3.0,2.0,100.0,2.0,
2005,1148.0,2.0,30.0,5.0,1.0,5.0,1.0,0.0,1830.0,3.0,1.0,1230.0,2.0,12.0
2005,1270.0,1.0,66.0,2.0,1.0,4.0,2.0,0.0,966.6666666666666,3.0,0.0,0.0,,
2005,1270.0,2.0,60.0,2.0,1.0,4.0,2.0,0.0,966.6666666666666,0.0,0.0,0.0,,
2005,1270.0,2.0,26.0,5.0,1.0,6.0,1.0,0.0,966.6666666666666,3.0,1.0,1000.0,1.0,
2005,1210.0,1.0,63.0,2.0,1.0,6.0,3.0,7.0,450.0,0.0,0.0,0.0,,
2005,1210.0,2.0,62.0,2.0,1.0,5.0,3.0,1.0,450.0,0.0,0.0,0.0,,
2005,1693.0,2.0,35.0,1.0,1.0,4.0,3.0,4.0,784.2857142857143,0.0,0.0,0.0,,
2005,1693.0,1.0,35.0,1.0,1.0,6.0,1.0,0.0,784.2857142857143,3.0,1.0,3390.0,1.0,12.0
2005,1693.0,1.0,13.0,5.0,1.0,3.0,3.0,3.0,784.2857142857143,0.0,0.0,0.0,,
2005,1693.0,2.0,6.0,5.0,1.0,1.0,4.0,3.0,784.2857142857143,0.0,0.0,0.0,,
2005,1693.0,1.0,3.0,5.0,1.0,7.0,4.0,5.0,784.2857142857143,0.0,0.0,0.0,,
2005,1693.0,2.0,2.0,5.0,1.0,7.0,4.0,5.0,784.2857142857143,0.0,0.0,0.0,,
2005,1693.0,2.0,75.0,4.0,1.0,2.0,3.0,1.0,784.2857142857143,0.0,0.0,0.0,,
2005,1746.0,2.0,51.0,3.0,2.0,6.0,1.0,0.0,1025.0,2.0,0.0,1600.0,2.0,2.0
2005,1746.0,1.0,23.0,5.0,2.0,5.0,1.0,0.0,1025.0,3.0,2.0,450.0,2.0,
2005,1053.0,2.0,55.0,4.0,4.0,6.0,1.0,0.0,733.3333333333334,2.0,0.0,700.0,2.0,1.0
2005,1053.0,2.0,25.0,5.0,1.0,5.0,1.0,0.0,733.3333333333334,3.0,1.0,700.0,2.0,8.0
2005,1053.0,1.0,20.0,5.0,4.0,4.0,1.0,0.0,733.3333333333334,3.0,2.0,800.0,2.0,
2005,1332.0,1.0,30.0,1.0,1.0,6.0,1.0,0.0,1350.0,3.0,1.0,700.0,1.0,11.0
2005,1332.0,2.0,29.0,1.0,1.0,6.0,1.0,0.0,1350.0,3.0,1.0,700.0,1.0,12.0
2005,1008.0,1.0,28.0,1.0,1.0,5.0,1.0,0.0,2500.0,3.0,1.0,3500.0,2.0,8.0
2005,1008.0,2.0,22.0,1.0,1.0,5.0,1.0,0.0,2500.0,3.0,1.0,1500.0,2.0,
2005,1280.0,1.0,50.0,3.0,2.0,6.0,1.0,0.0,1750.0,1.0,0.0,3500.0,2.0,2.0
2005,1280.0,1.0,17.0,5.0,2.0,3.0,3.0,3.0,1750.0,0.0,0.0,0.0,,
2005,1250.0,1.0,53.0,2.0,1.0,2.0,1.0,0.0,570.0,3.0,1.0,900.0,2.0,3.0
2005,1250.0,2.0,46.0,2.0,1.0,2.0,3.0,4.0,570.0,0.0,0.0,0.0,,
2005,1167.0,1.0,45.0,2.0,1.0,3.0,1.0,0.0,300.0,3.0,2.0,1500.0,2.0,2.0
2005,1167.0,2.0,45.0,2.0,1.0,6.0,3.0,4.0,300.0,0.0,0.0,0.0,,
2005,1167.0,2.0,17.0,5.0,1.0,3.0,3.0,3.0,300.0,0.0,0.0,0.0,,
2005,1167.0,2.0,14.0,5.0,1.0,3.0,3.0,3.0,300.0,0.0,0.0,0.0,,
2005,1167.0,2.0,10.0,5.0,1.0,1.0,3.0,3.0,300.0,0.0,0.0,0.0,,
2005,1540.0,2.0,63.0,4.0,1.0,2.0,1.0,0.0,1136.25,3.0,1.0,850.0,1.0,12.0
2005,1540.0,2.0,73.0,5.0,1.0,7.0,3.0,6.0,1136.25,0.0,0.0,0.0,,
2005,1540.0,1.0,45.0,1.0,1.0,4.0,1.0,0.0,1136.25,3.0,1.0,1200.0,2.0,3.0
2005,1540.0,2.0,36.0,1.0,2.0,4.0,1.0,0.0,1136.25,3.0,2.0,850.0,1.0,12.0
2005,1219.0,1.0,51.0,2.0,1.0,6.0,1.0,0.0,566.6666666666666,3.0,1.0,1700.0,1.0,12.0
2005,1219.0,2.0,55.0,2.0,1.0,4.0,3.0,4.0,566.6666666666666,0.0,0.0,0.0,,
2005,1219.0,2.0,18.0,5.0,1.0,3.0,3.0,3.0,566.6666666666666,0.0,0.0,0.0,,
2005,1474.0,1.0,46.0,2.0,1.0,6.0,1.0,0.0,770.0,2.0,0.0,800.0,2.0,1.0
2005,1474.0,2.0,39.0,2.0,1.0,6.0,1.0,0.0,770.0,3.0,1.0,680.0,2.0,10.0
2005,1474.0,1.0,9.0,5.0,1.0,1.0,4.0,3.0,770.0,0.0,0.0,0.0,,
2005,1474.0,2.0,8.0,5.0,1.0,1.0,4.0,3.0,770.0,0.0,0.0,0.0,,
2005,998.0,2.0,34.0,5.0,1.0,5.0,1.0,0.0,675.0,3.0,2.0,900.0,1.0,10.0
2005,998.0,2.0,24.0,5.0,4.0,5.0,1.0,0.0,675.0,3.0,2.0,450.0,2.0,6.0
2005,1392.0,2.0,46.0,3.0,1.0,6.0,1.0,0.0,516.6666666666666,3.0,1.0,1300.0,2.0,9.0
2005,1392.0,2.0,10.0,5.0,1.0,1.0,3.0,3.0,516.6666666666666,0.0,0.0,0.0,,
2005,1392.0,1.0,8.0,5.0,1.0,1.0,4.0,3.0,516.6666666666666,0.0,0.0,0.0,,
2005,1308.0,2.0,79.0,4.0,1.0,1.0,3.0,1.0,130.0,0.0,0.0,0.0,,
2005,1308.0,2.0,27.0,5.0,4.0,2.0,1.0,0.0,130.0,3.0,2.0,20.0,2.0,
2005,1308.0,2.0,4.0,5.0,3.0,7.0,4.0,5.0,130.0,0.0,0.0,0.0,,
2005,1308.0,1.0,2.0,5.0,3.0,7.0,4.0,5.0,130.0,0.0,0.0,0.0,,
2005,1062.0,1.0,29.0,5.0,2.0,6.0,1.0,0.0,4100.0,3.0,1.0,1500.0,1.0,12.0
2005,1412.0,1.0,86.0,2.0,1.0,5.0,3.0,1.0,770.0,0.0,0.0,0.0,,
2005,1412.0,2.0,83.0,2.0,1.0,2.0,3.0,1.0,770.0,0.0,0.0,0.0,,
2005,1390.0,2.0,73.0,3.0,12.0,6.0,1.0,0.0,937.5,3.0,2.0,1200.0,1.0,
2005,1390.0,1.0,37.0,2.0,2.0,6.0,2.0,0.0,937.5,3.0,0.0,0.0,,
2005,1390.0,2.0,33.0,2.0,2.0,6.0,1.0,0.0,937.5,2.0,0.0,600.0,2.0,1.0
2005,1390.0,2.0,,5.0,2.0,7.0,4.0,5.0,937.5,0.0,0.0,0.0,,
2005,1047.0,2.0,54.0,4.0,2.0,5.0,3.0,2.0,1933.3333333333333,0.0,0.0,0.0,,
2005,1047.0,2.0,29.0,5.0,2.0,6.0,1.0,0.0,1933.3333333333333,3.0,2.0,1500.0,2.0,6.0
2005,1047.0,1.0,23.0,5.0,2.0,5.0,1.0,0.0,1933.3333333333333,3.0,1.0,1500.0,2.0,11.0
2005,1068.0,1.0,55.0,2.0,2.0,6.0,1.0,0.0,1310.0,2.0,0.0,3500.0,2.0,2.0
2005,1068.0,2.0,53.0,2.0,2.0,6.0,1.0,0.0,1310.0,2.0,0.0,2000.0,2.0,1.0
2005,1068.0,2.0,24.0,5.0,2.0,5.0,1.0,0.0,1310.0,2.0,0.0,150.0,2.0,2.0
2005,1068.0,2.0,21.0,5.0,2.0,5.0,2.0,0.0,1310.0,3.0,0.0,0.0,,
2005,1068.0,1.0,17.0,5.0,2.0,3.0,3.0,3.0,1310.0,0.0,0.0,0.0,,
2005,1359.0,2.0,46.0,4.0,2.0,3.0,1.0,0.0,75.0,2.0,0.0,100.0,2.0,1.0
2005,1359.0,2.0,18.0,5.0,4.0,3.0,2.0,0.0,75.0,3.0,0.0,0.0,,
2005,1359.0,2.0,14.0,5.0,1.0,3.0,3.0,3.0,75.0,0.0,0.0,0.0,,
2005,1359.0,2.0,11.0,5.0,2.0,1.0,3.0,3.0,75.0,0.0,0.0,0.0,,
2005,1359.0,2.0,10.0,5.0,2.0,1.0,3.0,3.0,75.0,0.0,0.0,0.0,,
2005,1069.0,1.0,30.0,1.0,1.0,6.0,1.0,0.0,2500.0,2.0,0.0,4000.0,2.0,5.0
2005,1069.0,2.0,28.0,1.0,1.0,6.0,1.0,0.0,2500.0,3.0,1.0,500.0,1.0,9.0
2005,1442.0,2.0,73.0,4.0,1.0,3.0,3.0,1.0,1450.0,0.0,0.0,0.0,,
2005,1455.0,1.0,84.0,3.0,12.0,2.0,3.0,1.0,644.0,0.0,0.0,0.0,,
2005,1049.0,1.0,40.0,5.0,1.0,3.0,1.0,0.0,702.0,3.0,1.0,702.0,2.0,3.0
2005,920.0,1.0,49.0,2.0,1.0,6.0,1.0,0.0,1000.0,3.0,1.0,2000.0,2.0,7.0
2005,920.0,2.0,49.0,2.0,1.0,6.0,1.0,0.0,1000.0,2.0,0.0,400.0,2.0,1.0
2005,920.0,2.0,21.0,5.0,1.0,5.0,1.0,0.0,1000.0,3.0,1.0,300.0,2.0,12.0
2005,920.0,1.0,22.0,5.0,1.0,5.0,1.0,0.0,1000.0,3.0,2.0,700.0,2.0,7.0
2005,1075.0,2.0,33.0,5.0,1.0,6.0,1.0,0.0,2000.0,3.0,2.0,2000.0,2.0,7.0
2005,1112.0,1.0,46.0,1.0,2.0,4.0,1.0,0.0,366.6666666666667,2.0,0.0,1100.0,2.0,2.0
2005,1112.0,2.0,50.0,1.0,2.0,4.0,3.0,4.0,366.6666666666667,0.0,0.0,0.0,,
2005,1112.0,2.0,18.0,5.0,2.0,4.0,3.0,7.0,366.6666666666667,0.0,0.0,0.0,,
2005,1294.0,1.0,57.0,2.0,2.0,4.0,1.0,0.0,433.3333333333333,3.0,1.0,1200.0,2.0,4.0
2005,1294.0,2.0,55.0,2.0,2.0,4.0,3.0,4.0,433.3333333333333,0.0,0.0,0.0,,
2005,1294.0,2.0,25.0,5.0,2.0,5.0,2.0,0.0,433.3333333333333,3.0,0.0,0.0,,
2005,1578.0,2.0,69.0,2.0,12.0,1.0,3.0,3.0,410.0,0.0,0.0,0.0,,
2005,1578.0,1.0,72.0,2.0,12.0,4.0,1.0,0.0,410.0,2.0,0.0,300.0,2.0,1.0
2005,1198.0,2.0,36.0,1.0,1.0,5.0,1.0,0.0,1450.0,3.0,1.0,1300.0,2.0,3.0
2005,1198.0,1.0,60.0,1.0,12.0,6.0,1.0,0.0,1450.0,3.0,1.0,1600.0,1.0,
2005,1377.0,1.0,78.0,2.0,4.0,2.0,3.0,4.0,76.66666666666667,0.0,0.0,0.0,,
2005,1377.0,2.0,72.0,2.0,1.0,2.0,3.0,1.0,76.66666666666667,0.0,0.0,0.0,,
2005,1377.0,1.0,26.0,5.0,4.0,3.0,2.0,0.0,76.66666666666667,3.0,0.0,0.0,,
2005,1033.0,1.0,43.0,2.0,1.0,3.0,1.0,0.0,410.0,3.0,1.0,1200.0,2.0,1.0
2005,1033.0,2.0,47.0,2.0,1.0,3.0,3.0,4.0,410.0,0.0,0.0,0.0,,
2005,1033.0,2.0,87.0,4.0,1.0,1.0,3.0,1.0,410.0,0.0,0.0,0.0,,
2005,1033.0,2.0,20.0,5.0,1.0,3.0,2.0,0.0,410.0,3.0,0.0,0.0,,
2005,1033.0,2.0,15.0,5.0,1.0,3.0,3.0,3.0,410.0,0.0,0.0,0.0,,
2005,1243.0,1.0,28.0,1.0,4.0,2.0,1.0,0.0,125.0,2.0,0.0,500.0,2.0,1.0
2005,1243.0,2.0,23.0,1.0,4.0,3.0,3.0,4.0,125.0,0.0,0.0,0.0,,
2005,1243.0,1.0,1.0,5.0,4.0,7.0,4.0,5.0,125.0,0.0,0.0,0.0,,
2005,1243.0,2.0,,5.0,4.0,7.0,4.0,5.0,125.0,0.0,0.0,0.0,,
2005,1730.0,1.0,66.0,2.0,3.0,3.0,1.0,0.0,380.0,2.0,0.0,800.0,2.0,2.0
2005,1730.0,2.0,59.0,2.0,3.0,2.0,3.0,4.0,380.0,0.0,0.0,0.0,,
2005,1730.0,1.0,68.0,2.0,3.0,7.0,1.0,0.0,380.0,2.0,0.0,600.0,2.0,2.0
2005,1730.0,2.0,68.0,2.0,3.0,2.0,1.0,0.0,380.0,3.0,2.0,60.0,2.0,
2005,1426.0,1.0,62.0,1.0,2.0,3.0,1.0,0.0,750.0,3.0,1.0,1500.0,2.0,6.0
2005,1426.0,2.0,62.0,1.0,2.0,2.0,2.0,0.0,750.0,2.0,0.0,0.0,,
2005,1328.0,2.0,74.0,4.0,12.0,4.0,3.0,1.0,1175.0,0.0,0.0,0.0,,
2005,1150.0,2.0,60.0,4.0,1.0,1.0,1.0,0.0,415.0,3.0,2.0,180.0,2.0,
2005,1150.0,2.0,19.0,5.0,4.0,1.0,1.0,0.0,415.0,3.0,2.0,300.0,2.0,
2005,1090.0,2.0,45.0,3.0,1.0,5.0,1.0,0.0,1000.0,3.0,1.0,1000.0,1.0,10.0
2005,1274.0,1.0,47.0,1.0,1.0,4.0,1.0,0.0,633.3333333333334,3.0,1.0,1400.0,2.0,1.0
2005,1274.0,2.0,36.0,1.0,1.0,3.0,1.0,0.0,633.3333333333334,3.0,2.0,500.0,2.0,
2005,1274.0,2.0,12.0,5.0,1.0,1.0,3.0,3.0,633.3333333333334,0.0,0.0,0.0,,
2005,988.0,2.0,49.0,3.0,4.0,3.0,1.0,0.0,207.5,3.0,2.0,300.0,2.0,
2005,988.0,2.0,20.0,5.0,4.0,5.0,1.0,0.0,207.5,3.0,2.0,150.0,1.0,
2005,988.0,2.0,15.0,5.0,4.0,3.0,3.0,3.0,207.5,0.0,0.0,0.0,,
2005,988.0,2.0,14.0,5.0,4.0,3.0,3.0,3.0,207.5,0.0,0.0,0.0,,
2005,1334.0,1.0,33.0,2.0,4.0,4.0,1.0,0.0,250.0,3.0,2.0,1000.0,2.0,2.0
2005,1334.0,2.0,32.0,2.0,4.0,4.0,3.0,4.0,250.0,0.0,0.0,0.0,,
2005,1334.0,1.0,10.0,5.0,4.0,1.0,3.0,3.0,250.0,0.0,0.0,0.0,,
2005,1334.0,1.0,4.0,5.0,4.0,7.0,4.0,5.0,250.0,0.0,0.0,0.0,,
2005,1324.0,1.0,65.0,2.0,1.0,4.0,3.0,1.0,600.0,0.0,0.0,0.0,,
2005,1324.0,2.0,64.0,2.0,1.0,2.0,3.0,4.0,600.0,0.0,0.0,0.0,,
2005,1354.0,1.0,63.0,2.0,3.0,6.0,1.0,0.0,1188.5,3.0,2.0,1200.0,2.0,3.0
2005,1354.0,2.0,61.0,2.0,3.0,4.0,1.0,0.0,1188.5,2.0,0.0,1000.0,2.0,1.0
2005,1692.0,1.0,71.0,2.0,1.0,3.0,3.0,1.0,575.0,0.0,0.0,0.0,,
2005,1692.0,2.0,67.0,2.0,1.0,4.0,3.0,1.0,575.0,0.0,0.0,0.0,,
2005,927.0,1.0,29.0,2.0,1.0,6.0,1.0,0.0,1280.0,3.0,1.0,920.0,2.0,9.0
2005,927.0,2.0,29.0,2.0,1.0,6.0,1.0,0.0,1280.0,3.0,1.0,920.0,2.0,
2005,1303.0,2.0,77.0,4.0,1.0,6.0,3.0,1.0,300.0,0.0,0.0,0.0,,
2005,1562.0,1.0,70.0,2.0,1.0,2.0,1.0,0.0,400.0,2.0,0.0,400.0,2.0,3.0
2005,1562.0,2.0,64.0,2.0,1.0,1.0,1.0,0.0,400.0,4.0,0.0,0.0,2.0,3.0
2005,986.0,1.0,29.0,1.0,1.0,4.0,1.0,0.0,840.0,3.0,1.0,1000.0,2.0,10.0
2005,986.0,2.0,20.0,1.0,1.0,5.0,1.0,0.0,840.0,3.0,1.0,680.0,2.0,7.0
2005,1106.0,1.0,30.0,5.0,2.0,6.0,1.0,0.0,3000.0,3.0,1.0,3000.0,2.0,12.0
2005,1233.0,1.0,44.0,2.0,1.0,2.0,1.0,0.0,354.0,3.0,1.0,900.0,2.0,6.0
2005,1233.0,2.0,43.0,2.0,1.0,3.0,3.0,4.0,354.0,0.0,0.0,0.0,,
2005,1233.0,2.0,20.0,5.0,1.0,5.0,3.0,3.0,354.0,0.0,0.0,0.0,,
2005,1233.0,1.0,14.0,5.0,1.0,3.0,3.0,3.0,354.0,0.0,0.0,0.0,,
2005,1233.0,2.0,75.0,4.0,1.0,1.0,3.0,1.0,354.0,0.0,0.0,0.0,,
2005,903.0,1.0,23.0,5.0,1.0,4.0,1.0,0.0,783.3333333333334,3.0,1.0,700.0,1.0,12.0
2005,903.0,1.0,18.0,5.0,1.0,5.0,3.0,3.0,783.3333333333334,0.0,0.0,0.0,,
2005,903.0,1.0,21.0,5.0,1.0,4.0,1.0,0.0,783.3333333333334,3.0,1.0,800.0,1.0,12.0
2005,1467.0,1.0,75.0,2.0,1.0,6.0,3.0,1.0,1400.0,0.0,0.0,0.0,,
2005,1467.0,2.0,59.0,2.0,1.0,6.0,3.0,1.0,1400.0,0.0,0.0,0.0,,
2005,1180.0,1.0,56.0,2.0,4.0,1.0,1.0,0.0,780.0,3.0,2.0,2230.0,2.0,
2005,1180.0,2.0,51.0,2.0,4.0,2.0,3.0,4.0,780.0,0.0,0.0,0.0,,
2005,1180.0,1.0,30.0,5.0,1.0,2.0,1.0,0.0,780.0,3.0,2.0,890.0,1.0,
2005,1180.0,2.0,26.0,5.0,4.0,5.0,3.0,3.0,780.0,0.0,0.0,0.0,,
2005,1332.0,1.0,44.0,2.0,1.0,6.0,1.0,0.0,1417.5,3.0,1.0,3100.0,2.0,9.0
2005,1332.0,2.0,41.0,2.0,1.0,6.0,1.0,0.0,1417.5,3.0,1.0,340.0,2.0,9.0
2005,1332.0,1.0,13.0,5.0,1.0,3.0,3.0,3.0,1417.5,0.0,0.0,0.0,,
2005,1332.0,1.0,10.0,5.0,1.0,1.0,3.0,3.0,1417.5,0.0,0.0,0.0,,
2005,1243.0,2.0,32.0,5.0,1.0,5.0,1.0,0.0,1350.0,3.0,1.0,900.0,2.0,3.0
2005,1303.0,2.0,67.0,4.0,2.0,2.0,3.0,4.0,1000.0,0.0,0.0,0.0,,
2005,1308.0,1.0,49.0,1.0,1.0,5.0,1.0,0.0,387.5,3.0,1.0,1000.0,2.0,12.0
2005,1308.0,2.0,43.0,1.0,4.0,3.0,1.0,0.0,387.5,3.0,2.0,0.0,2.0,4.0
2005,1308.0,1.0,19.0,5.0,4.0,4.0,2.0,0.0,387.5,3.0,0.0,0.0,,
2005,1308.0,2.0,11.0,5.0,1.0,1.0,3.0,3.0,387.5,0.0,0.0,0.0,,
2005,1336.0,1.0,71.0,2.0,1.0,2.0,3.0,1.0,510.0,0.0,0.0,0.0,,
2005,1336.0,2.0,71.0,2.0,1.0,4.0,3.0,1.0,510.0,0.0,0.0,0.0,,
2005,961.0,2.0,49.0,5.0,1.0,6.0,1.0,0.0,2000.0,3.0,1.0,4000.0,1.0,12.0
2005,961.0,2.0,18.0,5.0,1.0,4.0,2.0,0.0,2000.0,3.0,0.0,0.0,,
2005,1076.0,2.0,54.0,3.0,1.0,6.0,1.0,0.0,683.3333333333334,3.0,1.0,1300.0,2.0,11.0
2005,1076.0,2.0,19.0,5.0,1.0,5.0,1.0,0.0,683.3333333333334,3.0,1.0,250.0,2.0,5.0
2005,1076.0,2.0,17.0,5.0,1.0,3.0,3.0,3.0,683.3333333333334,0.0,0.0,0.0,,
2005,937.0,1.0,52.0,2.0,1.0,3.0,3.0,1.0,613.3333333333334,0.0,0.0,0.0,,
2005,937.0,2.0,52.0,2.0,1.0,3.0,3.0,4.0,613.3333333333334,0.0,0.0,0.0,,
2005,937.0,2.0,27.0,5.0,1.0,5.0,1.0,0.0,613.3333333333334,3.0,1.0,900.0,1.0,12.0
2005,937.0,1.0,20.0,5.0,1.0,5.0,1.0,0.0,613.3333333333334,3.0,1.0,1000.0,2.0,
2005,937.0,1.0,17.0,5.0,1.0,3.0,3.0,3.0,613.3333333333334,0.0,0.0,0.0,,
2005,937.0,1.0,16.0,5.0,1.0,3.0,3.0,3.0,613.3333333333334,0.0,0.0,0.0,,
2005,1379.0,1.0,50.0,5.0,1.0,4.0,1.0,0.0,750.0,3.0,1.0,800.0,2.0,5.0
